Date,rahadi_oesman,sta2,sta3,sta4,sta5,sta6,sta7
25-Jul-08,0,0,0,0,0,0,0
26-Jul-08,0,0,0,0,0,0,0
27-Jul-08,0,0,0,0,0,0,0
28-Jul-08,0,0.886512424,0,0,0,0,0
29-Jul-08,0,0,0,0,0,0,0
30-Jul-08,0,0,0,0,0,0,0
31-Jul-08,0,0,0,0,0,0,0
01-Aug-08,0,0,0,0,0,0,0
02-Aug-08,0,0,0,0,0,0,0
03-Aug-08,0,0,0,0,0,0,0
04-Aug-08,0,0,0,0,0,0,0
05-Aug-08,0,0,0,0,0,0,0
06-Aug-08,1,0,0,0,0,0,0
07-Aug-08,0,0,0,0,0,0,0
08-Aug-08,6,0,0,0,0,0,0
09-Aug-08,55.6,0,0,0,0,0,0
10-Aug-08,0,0,0,0,0,0,0
11-Aug-08,0,0.856663478,0,0,0,0,0
12-Aug-08,0,0,0,0,0,0,0
13-Aug-08,0.6,0,0,0,0,0,0
14-Aug-08,0,0,0,0,0,0,0
15-Aug-08,0,0,0,0,0,0,0
16-Aug-08,0,0,0,0,0,0,0
17-Aug-08,15.9,0,0,0,0,0,0
18-Aug-08,14.1,0,0,0,0,0,3
19-Aug-08,0,0,0,0,0,0,0
20-Aug-08,0.7,0,0,0,0,0,0
21-Aug-08,2.5,0,0,0,0,0,0
22-Aug-08,0.4,0,0,0,0,0,0
23-Aug-08,3.2,0,0,0,0,0,0
24-Aug-08,13.7,0,0,0,0,0,0
25-Aug-08,0,0,0,0,0,0,0
26-Aug-08,1.8,0,0,0,0,0,0
27-Aug-08,4.1,0,0,0,0,0,0
28-Aug-08,13.5,0,0,0,0,0,0
29-Aug-08,37.2,0,0,0,0,0,0
30-Aug-08,52.6,0,0,0,0,0,0
31-Aug-08,1.3,0,0,0,32,0,0
01-Sep-08,0.5,5.996644346,0,0,0,0,0
02-Sep-08,28.6,0,0,0,0,0,0
03-Sep-08,36.2,0,0,0,0,0,0
04-Sep-08,2.5,0,0,0,0,0,0
05-Sep-08,73.6,0,0,0,0,0,0
06-Sep-08,3.4,0,0,0,0,0,0
07-Sep-08,24.3,0,0,0,0,0,0
08-Sep-08,0,0,0,0,0,0,1.5
09-Sep-08,0,0,0,0,0,0,0
10-Sep-08,56.4,0,0,0,0,0,0
11-Sep-08,0,0,0,0,0,0,0
12-Sep-08,5.5,0,0,0,0,0,0
13-Sep-08,28.9,0,0,0,0,0,0
14-Sep-08,20.3,0,0,0,0,0,0
15-Sep-08,0,1.189105637,0,0,0,0,0
16-Sep-08,0,0.221628106,0,0,0,0,0
17-Sep-08,0,0,0,0,0,0,0
18-Sep-08,0,22.27325043,0,0,0,0,0
19-Sep-08,0,5.139980868,0,0,0,0,0
20-Sep-08,0,0,0,0,0,0,0
21-Sep-08,15,5.335115682,0,0,45.5,6,0
22-Sep-08,12.7,0,0,0,0,0,0
23-Sep-08,0,0,0,0,0,0,0
24-Sep-08,0,0,0,0,0,0,0
25-Sep-08,0,3.426653912,0,0,0,0,0
26-Sep-08,0,0,0,0,0,0,0
27-Sep-08,0,45.40316433,0,0,0,0,0
28-Sep-08,0,0,0,0,0,0,0
29-Sep-08,0,0,0,0,0,0,0
30-Sep-08,0,0,0,0,0,0,3
01-Oct-08,68,0,0,3,10,0,0
02-Oct-08,0,0,0,0,0,0,0
03-Oct-08,0,0,0,0,0,0,0
04-Oct-08,53.8,0,0,0,0,0,0
05-Oct-08,0,0.195134814,1,0,27,6,0
06-Oct-08,9.3,4.109625761,3,3,14,21,0
07-Oct-08,149.4,2.569990434,0,0,1,0,0
08-Oct-08,0,14.93762858,2,5,0,14,1
09-Oct-08,2.9,0,0,0,0,0,16
10-Oct-08,26.3,0.827496663,43,18,18,5,1
11-Oct-08,24.7,0,0,0,0,0,0
12-Oct-08,0.2,0,0,0,0,0,0
13-Oct-08,9.5,0,0,0,0,0,0
14-Oct-08,50.2,0,0,0,0,0,0
15-Oct-08,2.2,0,0,0,0,0,0
16-Oct-08,35.7,5.996644346,0,0,0,0,0
17-Oct-08,0,0,0,4,2,0,0
18-Oct-08,0,0.097567407,1,0,0,3,0
19-Oct-08,1.4,0,0,0,0,0,0
20-Oct-08,33.8,1.713326956,0,0,0,0,0
21-Oct-08,55.8,0,0,0,0,0,10
22-Oct-08,3.7,0,3,2,0,0,0
23-Oct-08,41.7,8.56663478,0,0,0,0,0
24-Oct-08,22.4,0,0,0,0,0,0
25-Oct-08,9,2.569990434,16,0,0,0,2
26-Oct-08,3.2,1.922390547,0,0,0,8,0
27-Oct-08,0,2.428821274,2,1,0,22,0
28-Oct-08,0,5.280643867,18,26,27,0,6
29-Oct-08,-,12.09141726,1,0,0,0,0
30-Oct-08,4,6.69137761,24,0,24,0,4
31-Oct-08,0,7.227657283,6,4,25,14,16
01-Nov-08,1.4,3.578186972,25,70,1,31,8
02-Nov-08,5.6,5.430009566,36,27,16,8,57
03-Nov-08,15.8,10.26620893,15,12,8,25,26
04-Nov-08,7.5,5.462532035,30,5,11,9,4
05-Nov-08,0,11.36160897,21,2,0,6,1
06-Nov-08,19.2,21.63265879,8,36,29,55,24
07-Nov-08,0,1.22498376,14,11,13,7,10
08-Nov-08,9.1,12.77382795,35,41,22,24,25
09-Nov-08,4,0.954230885,21,8,28,3,10
10-Nov-08,0,0,18,1,0,0,13
11-Nov-08,0.3,0,0,0,0,0,0
12-Nov-08,1.1,1.218954583,11,14,0,0,14
13-Nov-08,0.4,0.097567407,12,3,5,3,11
14-Nov-08,0.2,4.205707937,25,0,17,6,1
15-Nov-08,18.3,15.91232358,20,4,6,4,0
16-Nov-08,2.6,13.70661565,23,0,22,0,12
17-Nov-08,0,4.394131443,10,1,0,0,25
18-Nov-08,13.8,3.50206275,5,3,22,55,30
19-Nov-08,68.8,5.139980868,3,1,34,0,51
20-Nov-08,53.1,1.019275823,23,2,0,5,2
21-Nov-08,5.9,13.61189773,12,19,9,25,48
22-Nov-08,0,12.24476574,25,19,0,0,1
23-Nov-08,0,25.88247464,21,12,31,14,6
24-Nov-08,10.8,23.60301906,0,0,0,0,5
25-Nov-08,0,0,0,0,0,0,0
26-Nov-08,14.1,0,12,0,0,0,0
27-Nov-08,7.9,25.09471791,24,0,0,0,0
28-Nov-08,1.5,20.89185947,14,58,46,22,41
29-Nov-08,4.4,5.426653912,0,5,6,2,0
30-Nov-08,0,7.629688327,0,4,3,5,4
01-Dec-08,35.7,10.22884558,0,0,0,0,0
02-Dec-08,13.8,2.70008031,1,52,3,4,7
03-Dec-08,0,0,3,0,0,0,5
04-Dec-08,2.1,15.32305733,0,0,1,2,0
05-Dec-08,1.4,13.11013192,1,7,8,8,0
06-Dec-08,9.8,4.28331739,0,23,0,0,0
07-Dec-08,65.3,0.65044938,16,0,0,20,0
08-Dec-08,204.5,1.940984239,0,0,0,7,0
09-Dec-08,82,1.973506708,0,0,7,8,0
10-Dec-08,50.7,20.09352962,1,39,2,12,7
11-Dec-08,0,0.986753354,0,2,4,4,1
12-Dec-08,39,1.365943697,12,26,3,42,1
13-Dec-08,12.6,1.662210796,13,18,1,0,22
14-Dec-08,12,36.63031545,32,53,10,20,10
15-Dec-08,33.1,4.516200751,3,49,12,1,3
16-Dec-08,50.3,0,2,1,0,0,24
17-Dec-08,50,1.810894363,7,5,2,3,28
18-Dec-08,0.1,0,0,0,1,0,0
19-Dec-08,0,0.856663478,6,6,0,0,29
20-Dec-08,0,0,5,13,0,0,0
21-Dec-08,1,37.67557841,1,6,4,41,3
22-Dec-08,38.7,16.33965963,0,5,4,6,0
23-Dec-08,2.7,3.998008609,89,0,21,8,2
24-Dec-08,46.1,16.66942826,40,49,91,5,17
25-Dec-08,21.7,3.664675095,21,47,47,60,7
26-Dec-08,16,0,22,1,14,0,3
27-Dec-08,0,18.91164145,67,7,5,2,6
28-Dec-08,0,0.065044938,3,10,1,2,30
29-Dec-08,12,0,2,1,1,0,0
30-Dec-08,0,0.065044938,18,6,9,2,3
31-Dec-08,10.3,3,0.5,0,3,0,0
01-Jan-09,0,0,52.5,28.5,8,77,23
02-Jan-09,11.1,2,0.5,0,0,0,5
03-Jan-09,4.8,25,9,4.5,0,19,0
04-Jan-09,0,6,1.3,29.5,0,1,18.5
05-Jan-09,8.3,0,14.7,6.5,16,78,46.5
06-Jan-09,76.1,7,2.3,7,9.5,1,2.5
07-Jan-09,7.1,0,11,3.5,8,2.5,30.5
08-Jan-09,34.5,0,1,0,0,0,0.5
09-Jan-09,10.5,0,0,1,0,0,0
10-Jan-09,3.4,7,1,1,0,5.5,0
11-Jan-09,0,7,0.5,0,0,3,0
12-Jan-09,0,0,2.7,9,4,6,6
13-Jan-09,0,0,2.5,0.5,0,0,5
14-Jan-09,0,0,5.8,3,5,0,6
15-Jan-09,0,0,0.5,9.5,0,28,20
16-Jan-09,1.4,13,32.5,22,74,5,14
17-Jan-09,6.6,0,5,11,29,1.5,0
18-Jan-09,0,2,0.5,3,5,10,0
19-Jan-09,0,0,2.1,7,9.5,12,41
20-Jan-09,0,0,1.6,0,0,0,0
21-Jan-09,0,0,0.5,0,2,0,0
22-Jan-09,0,11,1.2,0,2,0,0
23-Jan-09,12.3,0,0,0,0,0,0
24-Jan-09,226.6,9,0,1,0,0,1
25-Jan-09,-,0,3,0,0,1,0
26-Jan-09,43.9,3,2.4,0,8,0,0
27-Jan-09,0.4,0,1.2,0,0,0,0
28-Jan-09,120.1,7,0.5,0.5,0,0,0
29-Jan-09,7,12,4.8,6.5,5,3,0
30-Jan-09,0,0,7,2.5,3,7,6.5
31-Jan-09,0,0,0.5,1,0,0,0
01-Feb-09,0,6,1,4,4,2,0
02-Feb-09,0.1,4,13.5,3,9,1,6
03-Feb-09,0,0,10.5,1.5,6,8,7
04-Feb-09,0,0,8,1,17,0,1.5
05-Feb-09,0,0,21,0,0,0,0
06-Feb-09,0,0,0.5,0,0,0,0
07-Feb-09,0,0,1.4,6.5,0,0,0
08-Feb-09,0,25,11,31.5,15,0,8.5
09-Feb-09,0,16,9,0,0,19,5.5
10-Feb-09,0,5,6,7,0,1.5,0
11-Feb-09,0,42,42,1,24,17.5,0
12-Feb-09,0,25,6.5,16,9,9,25
13-Feb-09,0,37,43,5.5,28,31.5,39
14-Feb-09,0,13,2.2,0,0,0,6
15-Feb-09,0,20,0.5,0,0,0,0
16-Feb-09,0,0,10.5,16,2,0,4
17-Feb-09,3.1,0,22.2,27,10,31,17
18-Feb-09,0,5,0.3,0,0,0,0
19-Feb-09,0,16,0,2,0,0,10
20-Feb-09,7.4,0,31,22,27,27.5,0
21-Feb-09,5.5,12,1.6,17,7,9,0
22-Feb-09,50,2,3,0,0,4,132
23-Feb-09,4.1,0,0.8,0,0,0,2.5
24-Feb-09,1.6,0,17.5,0,0,0,0
25-Feb-09,1.4,32,26.5,123,23,27,27
26-Feb-09,0,10,12,24,3,10.5,10.5
27-Feb-09,31.8,31,1.2,0,1,0,8
28-Feb-09,6.7,2,5.2,4,0,1,15.5
01-Mar-09,1.2,0,2.8,4.5,16.5,16.5,0
02-Mar-09,0,5,8.7,7.5,0,5.5,0
03-Mar-09,0,0,49.7,32.5,9,37.5,11
04-Mar-09,1.6,0,6.2,0,0,0,0
05-Mar-09,0,0,9.5,55.5,21.5,10.5,0
06-Mar-09,0,0,1,4,2,4.5,0
07-Mar-09,0.6,10,0.5,1.5,0,0,0
08-Mar-09,0,0,38.5,25,29,20.5,49.5
09-Mar-09,41.5,5,2.2,3.5,6,0,4.5
10-Mar-09,1.6,0,6,3,0,1.5,2.5
11-Mar-09,0,0,2.1,0,0,0,0
12-Mar-09,16.3,0,0,0,0,0,0
13-Mar-09,6.2,0,0,0,0,0,0
14-Mar-09,0,0,0,0,0,0,0
15-Mar-09,0,0,0,0,0,0,0
16-Mar-09,0,0,0,0,0,0,0
17-Mar-09,0,0,0,0,0,0,0
18-Mar-09,0,0,1.5,4,2,2,15
19-Mar-09,5.9,1,0.5,0,0,1,0
20-Mar-09,0,0,2.4,1.5,2,0,0
21-Mar-09,5.1,0,0.5,0,0,0,0
22-Mar-09,0.2,0,0,0,0,0,0
23-Mar-09,0,0,0,0,0,0,0
24-Mar-09,-,0,0,0,0,0,0
25-Mar-09,2.6,0,0,26,5,0,0
26-Mar-09,7,2,3,16,24,18,13.5
27-Mar-09,0.9,30,50,4,4,20.5,4.5
28-Mar-09,18.5,0,13.3,12.5,0,0,21.5
29-Mar-09,51,43,15,1,11,6.5,22.5
30-Mar-09,0,5,29.5,8,16.5,14.5,0
31-Mar-09,0,1,13,0,0,0,0
01-Apr-09,0.3,0,15.2,1.5,0,0.5,5.5
02-Apr-09,-,7,26.5,7,10.5,3.5,16
03-Apr-09,16.7,14,15.8,12.5,28,16,24
04-Apr-09,1.8,2,46,2.5,0,8.5,46
05-Apr-09,5.8,0,1,0,0,3,26
06-Apr-09,28.6,11,8.5,28,11.5,37,52
07-Apr-09,0,0,2.5,1.5,5,1.5,8
08-Apr-09,2.1,9,2.3,0,0,7,1
09-Apr-09,31.6,25,2.5,41,6.5,8.5,21
10-Apr-09,43,0,1.5,7,16,0,10
11-Apr-09,52.2,0,0.5,0,0,0,0
12-Apr-09,14.4,0,11.4,1,6,0,19
13-Apr-09,65.7,23,1.1,0,0,0,12
14-Apr-09,0,0,34.7,0,0,0,9.5
15-Apr-09,104.4,10,5,0,0,0,0
16-Apr-09,1.8,0,60.2,0,0,0,0
17-Apr-09,0,0,0.5,0,0,0,0
18-Apr-09,24.9,17,0.2,0,7.5,0,9.5
19-Apr-09,0,0,0.2,3,6,8.5,2.5
20-Apr-09,0,10,30,0,14.5,0,0
21-Apr-09,19.7,0,11,0,3,4,0
22-Apr-09,1.4,0,0.2,2,0,0,22.5
23-Apr-09,14.8,0,1.4,3.5,0,0,43.5
24-Apr-09,0,0,0,0,0,0,0
25-Apr-09,0,0,0,0,0,0,0
26-Apr-09,0,13,0,0,0,0,0
27-Apr-09,0,0,0.5,0.5,41.5,9.5,16
28-Apr-09,54.4,7,0,0,0,0,0
29-Apr-09,0,0,0,7,35,0,18.5
30-Apr-09,0,32,24.2,0,0,0,0
01-May-09,0,2,38.6,13.5,58.5,45.5,28
02-May-09,0,7,0.2,0,0,0,0
03-May-09,0,0,0,0,0,0,6
04-May-09,0,0,0,0,0,0,0
05-May-09,0,0,0,0,0,0,0
06-May-09,0,21,0,0,0,0,0
07-May-09,0,0,0,0,0,0,0
08-May-09,19.5,4,0,0,0,1,0
09-May-09,7.6,0,25,3,0,0,15.5
10-May-09,23.8,1,0,0,0,0,0
11-May-09,5.6,0,0,0,0,0,0
12-May-09,0,0,0,0,0,0,0
13-May-09,-,0,0,0,0,0,0
14-May-09,3.5,33,6.2,13,2,0,7
15-May-09,2.9,0,11,51.5,15.5,28,46
16-May-09,0,9,0.5,2.5,0,0,4.5
17-May-09,37.2,0,14.5,4,37,1.5,5.5
18-May-09,0,0,0.5,3.5,0,0,7
19-May-09,0,5,0,0,0,6.5,15.5
20-May-09,0,42,0,0,0,0,0
21-May-09,17.9,0,6.5,19,4,0,8.5
22-May-09,0,0,0,0,0,0,0
23-May-09,0.2,0,0,0,0,0,0
24-May-09,0,0,0.2,0,0,0,0
25-May-09,0,0,0,0,0,0,0
26-May-09,5.2,0,0,0,0,0,0
27-May-09,1.4,0,0,0,0,0,0
28-May-09,0,5,0,0,0,0,0
29-May-09,3.3,0,0,0,0,0,0
30-May-09,0,27,23.5,4.5,9,11,69
31-May-09,0,0,0.3,0,0,0,0
01-Jun-09,0,0,1,22,5,0,0
02-Jun-09,0,0,0,8,4,2,0
03-Jun-09,0,0,0,0,0,0,0
04-Jun-09,0,0,0,0,0,0,0
05-Jun-09,0,0,0,0,0,0,0
06-Jun-09,3.4,0,0,0,0,0,4
07-Jun-09,0,15,8,18,9,28,6
08-Jun-09,0,0,1,0,0,0,0
09-Jun-09,0,0,9,2,10,74,0
10-Jun-09,0,0,18,2,9,29,0
11-Jun-09,0,6,8,1,0,0,0
12-Jun-09,0,7,2,1,0,0,0
13-Jun-09,42.5,0,0,0,0,0,0
14-Jun-09,0,0,0,0,0,0,0
15-Jun-09,0,0,0,0,0,0,0
16-Jun-09,0,0,0,0,0,0,0
17-Jun-09,0,0,0,0,0,0,0
18-Jun-09,0,0,0,0,0,0,0
19-Jun-09,0,0,0,0,0,0,0
20-Jun-09,0,0,0,0,0,0,0
21-Jun-09,0,0,0,0,0,0,0
22-Jun-09,0,0,0,0,0,0,0
23-Jun-09,0,0,3,0,0,0,0
24-Jun-09,0,0,0,0,0,0,0
25-Jun-09,0,0,0,0,0,0,0
26-Jun-09,0,0,0,0,0,0,0
27-Jun-09,0,0,0,0,0,0,0
28-Jun-09,39.4,0,0,0,0,0,0
29-Jun-09,0,0,0,0,0,0,0
30-Jun-09,-,0,0,0,0,0,0
01-Jul-09,0,0,0,0,0,0,0
02-Jul-09,0.9,0,0,0,0,0,0
03-Jul-09,0,0,0,0,0,0,0
04-Jul-09,0,0,0,0,0,0,0
05-Jul-09,0,0,0,0,0,0,0
06-Jul-09,9,0,0,0,0,0,0
07-Jul-09,0,0,0,0,0,0,0
08-Jul-09,0,0,0,0,0,0,0
09-Jul-09,0,0,0,0,0,0,0
10-Jul-09,0,0,0,0,0,0,0
11-Jul-09,0,0,0,0,0,0,0
12-Jul-09,0,0,0,0,0,0,0
13-Jul-09,0,0,0,0,0,0,0
14-Jul-09,0,0,0,0,0,0,0
15-Jul-09,0,0,0,0,0,0,0
16-Jul-09,0,0,0,0,0,0,0
17-Jul-09,0,0,0,0,0,0,0
18-Jul-09,0,0,0,0,0,0,0
19-Jul-09,0,0,0,0,0,0,0
20-Jul-09,0,0,0,0,0,0,0
21-Jul-09,0,2,0,0,0,0,0
22-Jul-09,0,0,0,0,0,0,0
23-Jul-09,0.8,0,0,0,0,0,0
24-Jul-09,0,0,0,0,0,0,0
25-Jul-09,0,0,0,0,0,0,0
26-Jul-09,0,0,0,0,0,0,0
27-Jul-09,0,0,0,0,0,0,0
28-Jul-09,0,0,0,0,0,0,0
29-Jul-09,0,0,0,0,0,0,0
30-Jul-09,0,0,0,0,0,0,0
31-Jul-09,0,0,0,0,0,0,0
01-Aug-09,0,0,0,0,0,0,0
02-Aug-09,0,0,0,0,0,0,0
03-Aug-09,0,0,0,0,0,0,0
04-Aug-09,0,0,0,0,0,0,0
05-Aug-09,0,0,0,0,0,0,0
06-Aug-09,0,0,0,0,0,0,0
07-Aug-09,0,0,0,0,0,0,0
08-Aug-09,0,0,0,0,0,0,0
09-Aug-09,0,0,0,0,0,0,0
10-Aug-09,0,0,0,0,0,0,0
11-Aug-09,3,0,0,0,0,0,0
12-Aug-09,0,3,0,0,0,0,0
13-Aug-09,0,0,0,0,0,0,11
14-Aug-09,0,0,0,0,0,0,0
15-Aug-09,3.2,0,0,0,0,0,0
16-Aug-09,8.9,0,0,0,0,0,0
17-Aug-09,-,0,0,0,0,0,0
18-Aug-09,0,0,0,0,0,0,0
19-Aug-09,0.2,0,0,0,0,0,0
20-Aug-09,0,0,0,0,0,0,0
21-Aug-09,0,0,0,0,0,0,0
22-Aug-09,0,0,0,0,0,0,0
23-Aug-09,0,0,0,0,0,0,0
24-Aug-09,0,0,0,0,0,0,0
25-Aug-09,0,0,0,0,0,0,0
26-Aug-09,0,0,0,0,0,0,0
27-Aug-09,0,0,0,0,0,0,0
28-Aug-09,0,0,0,0,0,0,0
29-Aug-09,0,0,0,0,0,0,0
30-Aug-09,0,0,0,0,0,0,0
31-Aug-09,0,14,0,0,0,0,0
01-Sep-09,0,0,0,0,0,0,0
02-Sep-09,0,0,0,0,0,0,0
03-Sep-09,0,0,0,0,0,0,0
04-Sep-09,0,0,0,0,0,0,0
05-Sep-09,0,0,0,0,0,0,0
06-Sep-09,0,0,0,0,0,0,0
07-Sep-09,0,0,0,0,0,0,1
08-Sep-09,0,0,0,0,0,0,0
09-Sep-09,0,0,0,0,0,0,0
10-Sep-09,0,0,0,0,0,0,0
11-Sep-09,0,0,0,0,0,0,0
12-Sep-09,0,0,0,0,0,0,0
13-Sep-09,0,0,0,0,0,0,7.5
14-Sep-09,0.2,0,0,0,0,0,0
15-Sep-09,8,1,0,0,0,0,0
16-Sep-09,4.4,0,1,0,0,0,0
17-Sep-09,30.9,0,0,0,0,0,0
18-Sep-09,1.3,0,0,0,0,0,0
19-Sep-09,0,0,0,0,0,0,0
20-Sep-09,0,0,0,0,0,0,0
21-Sep-09,0,0,0,0,0,0,0
22-Sep-09,0,0,0,0,0,0,0
23-Sep-09,0,0,0,0,0,0,0
24-Sep-09,0,0,0,0,0,0,5.5
25-Sep-09,0,0,0,0,0,0,0
26-Sep-09,0,0,0,0,0,0,5
27-Sep-09,0,3,0,0,0,0,0
28-Sep-09,0,0,12.7,39,20.5,14,0
29-Sep-09,0,0,0.2,0,0,0,0
30-Sep-09,0,2,0,0,0,0,29
01-Oct-09,0,0,0,0,0,0,0
02-Oct-09,41.4,0,0,0,0,0,0
03-Oct-09,0,0,0,0,0,0,3.5
04-Oct-09,0,3,0,0,0,0,0
05-Oct-09,0,10,0,0,0,0,0
06-Oct-09,7.2,0,0,9,10,12,1
07-Oct-09,14.9,22,5,1,2,13,3
08-Oct-09,0,0,0.2,8,8.5,12,0
09-Oct-09,0,0,0,0,0,0,0
10-Oct-09,4.6,0,0,0,9,0,6.5
11-Oct-09,1.5,0,0,0,0,0,0
12-Oct-09,11.3,0,0,0,0,0,0
13-Oct-09,5.1,0,0.1,0,0,0,0
14-Oct-09,41.2,0,0,0,0,0,16.5
15-Oct-09,0,3,0,0,0,0,0
16-Oct-09,0,0,1,8.5,3.5,0,0
17-Oct-09,0,0,0,0,0,0,0
18-Oct-09,0,0,0,0.5,0,0,0
19-Oct-09,8.5,0,4.2,1.5,0,0,3.5
20-Oct-09,31.6,0,12.3,13,0,0,1
21-Oct-09,7,0,0,0,0,0,0
22-Oct-09,92,0,0,0,0,0,0
23-Oct-09,0,0,0,0,0,0,0
24-Oct-09,0.2,0,0,0,0,0,0
25-Oct-09,8.5,4,0,0,0,0,0
26-Oct-09,133.9,0,0,1.5,0,0,0
27-Oct-09,5.4,0,3,26.5,39.5,46,0
28-Oct-09,20.1,0,6.5,1,11,1.5,2.5
29-Oct-09,55.9,0,0.5,0,0,0,13
30-Oct-09,0,0,0,0,0,0,0
31-Oct-09,22.6,0,1,0,0,0,0
01-Nov-09,0,0,0,2,6,0,5
02-Nov-09,25.2,0,0,0,0,0,0
03-Nov-09,5.5,0,0,0,0,0,10
04-Nov-09,7.1,1,0,0,0,0,0
05-Nov-09,13.4,0,0,0,0,0,5
06-Nov-09,4,0,0,32,0,7,0
07-Nov-09,12.4,0,0,0,0,0,0
08-Nov-09,23.6,0,0,0,0,0,0
09-Nov-09,106.8,0,7,14.5,13,24,0
10-Nov-09,1.5,12,0,0,10,0,1.5
11-Nov-09,32.8,50,4,0,3,0,24
12-Nov-09,12.2,1,0,0,0,0,0
13-Nov-09,57.1,2,0,0,0,0,0
14-Nov-09,24.2,6,1,0.5,17,3,11
15-Nov-09,77.2,0,0,0,0,26,34.5
16-Nov-09,95.2,40,13,3,0,0,6.5
17-Nov-09,37.8,0,3.5,0,5,1,49.5
18-Nov-09,40.8,54,17.5,12,43,6.5,5
19-Nov-09,23,0,55.5,53,55,31,137.5
20-Nov-09,17.3,11,29.5,28,26,8.5,13.5
21-Nov-09,6.4,10,5.5,40.5,9,22.5,8
22-Nov-09,22.8,50,2.2,0.5,0,9,1
23-Nov-09,6,0,9.8,17,14,8,15
24-Nov-09,0,70,4.7,1.5,0,4,0
25-Nov-09,17,12,50,11,9,20.5,19
26-Nov-09,1,1,4.5,0.5,0,3,1
27-Nov-09,2.7,0,17.5,0,0,0,0
28-Nov-09,1.5,21,7,0,0,0,9.5
29-Nov-09,41.6,0,2,0,7.5,54,1
30-Nov-09,48.3,29,6,0,0,3.5,0
01-Dec-09,2,0,12.8,23,6.5,4.5,66
02-Dec-09,115.1,7,0,2,0,0,6
03-Dec-09,0.1,12,6,0.5,1.5,0,10.5
04-Dec-09,30.2,13,0,51,2,3.4,0
05-Dec-09,92.7,0,23,7.5,3,55.5,22
06-Dec-09,32.2,8,3,2,0,5,7.5
07-Dec-09,3.5,0,74.5,31.5,79,30,13.5
08-Dec-09,0.2,37,3.5,0,0,0,1
09-Dec-09,9,0,41.5,10.5,11,4,9.5
10-Dec-09,0,8,0.5,0,0,0,4.5
11-Dec-09,2,12,0,9,0,2.5,33
12-Dec-09,6.9,0,17,7.5,43,0,19.5
13-Dec-09,24.5,2,24.5,0.5,3,2.5,45
14-Dec-09,17.3,10,16.5,13.5,4,14,3
15-Dec-09,11.9,0,11,20.5,22,40.5,8
16-Dec-09,23,1,1.3,7,3,36,28.5
17-Dec-09,17,0,6,36.5,6,4.5,13.5
18-Dec-09,0.2,45,52.5,18.5,23,30,6.5
19-Dec-09,0.1,20,19,13.5,5.5,27.5,26
20-Dec-09,0,1,2.3,5.5,10,4,0
21-Dec-09,0,0,16.5,9,3,5,0
22-Dec-09,1.5,0,9,7.5,29,32,2.5
23-Dec-09,45.5,4,16,0.5,10,86.5,22.5
24-Dec-09,1.6,0,58.5,13.5,68,26,9.5
25-Dec-09,20.4,10,3.5,20.5,2,0,11
26-Dec-09,12.8,0,9.3,7,8.5,4,4
27-Dec-09,0,0,11,36.5,1,1.5,4
28-Dec-09,15.5,0,19,18.5,0,39,22
29-Dec-09,44.2,0,31.5,13.5,1,0,4.5
30-Dec-09,60.4,0,32.2,5.5,0,0,0.5
31-Dec-09,61,20,1,2,0,0,0
01-Jan-10,7.8,4,11.7,15,4,5.5,33
02-Jan-10,0,5,6,58.5,18,26,41
03-Jan-10,38.5,0,7.5,0,0,0,4
04-Jan-10,59.6,4,12.5,13.5,6,2.5,5
05-Jan-10,0.9,2,13,3,4,2.5,14.5
06-Jan-10,-,0,3,0.5,1,2,1
07-Jan-10,14,0,3.5,2.5,0,0,5
08-Jan-10,1.5,0,22,22.5,21,18.5,16
09-Jan-10,0.1,0,17,17.5,16,22,16
10-Jan-10,0,1,5.2,5.5,3,0,0.5
11-Jan-10,0,0,0,0,0,0,0
12-Jan-10,36.5,3,0,0,0,0,0.5
13-Jan-10,11.3,0,1.2,0,5,0,3
14-Jan-10,9.7,50,21,8,2.2,2,7
15-Jan-10,1.7,0,11.5,42,2,0,17
16-Jan-10,0,20,13.5,33.5,8,17.5,16
17-Jan-10,0.9,20,2.2,29,0,0,17
18-Jan-10,4.8,0,12,16,11,3.5,10.5
19-Jan-10,-,0,13.7,25.5,17,13.5,4.5
20-Jan-10,0.3,0,2,6.5,1,1,9
21-Jan-10,0,5,0,0,1,0,0
22-Jan-10,3.1,0,1.3,1.5,0,0,0.5
23-Jan-10,0.1,0,6,7.5,15,2,10
24-Jan-10,6,4,18.5,3,4,1.5,13.5
25-Jan-10,9.4,0,4.2,0,0,0,4.5
26-Jan-10,0,0,6.5,1.5,10,1.5,9.5
27-Jan-10,3,0,3,10,7,8,3
28-Jan-10,-,0,7,6.5,1,1,0
29-Jan-10,13.3,1,2.5,12,0,1,3
30-Jan-10,5.8,3,0,33,0,1.5,10
31-Jan-10,0,0,13,0,7,4,19.5
01-Feb-10,0,0,0,2.5,0,55,3.5
02-Feb-10,0,0,3,5.5,5,22,47
03-Feb-10,0,0,10,8.5,0,1.5,0
04-Feb-10,0,46,11,5,62,38,0
05-Feb-10,18.4,16,28.5,30.5,6,8.5,28
06-Feb-10,0,5,22.5,23,0,21,3
07-Feb-10,5.8,0,26,6.5,49,8.5,23.5
08-Feb-10,0,0,26.5,1,16,1,8.5
09-Feb-10,1.4,80,0.5,0,0,0,0
10-Feb-10,0,13,12,6,0,0,2
11-Feb-10,63.8,0,24,33.5,15,13.5,2
