Date,rahadi_oesman,sta2,sta3,sta4,sta5,sta6,sta7
19-Apr-18,0,0,0,0,0,0,1
20-Apr-18,-,3,0,0,0,0,0
21-Apr-18,0.5,0,0,0,0,0,0
22-Apr-18,37.3,0,0,0,0,0,0
23-Apr-18,-,0,0.5,0.5,30.5,20.5,0
24-Apr-18,3.7,0,1,0,2.5,11.5,0
25-Apr-18,20.8,6,0,0,0,0,0
26-Apr-18,3.8,0,0,0,0,0,0
27-Apr-18,-,0,0,0,0,0,0.5
28-Apr-18,9.6,1,1.5,0,5.5,37.5,14
29-Apr-18,0.1,0,0,0,0,0.5,0.5
30-Apr-18,0,0,0,0.5,0,0,0.5
01-May-18,0,2,0,0,0,0,0
02-May-18,0.2,0,0,0,0,0,0
03-May-18,0,0,0,0,0,0,0
04-May-18,0,0,0,1.5,19,57,0
05-May-18,0,0,23,22,9,0.5,0.5
06-May-18,-,0,0,3,8,0,19.5
07-May-18,-,1,0,0,0,0,0
08-May-18,89.2,0,0,0,0,0,0
09-May-18,-,2,0,0,0,0,0.5
10-May-18,0,0,0,0,0,0,0
11-May-18,155.4,0,0,0,0,0,0
12-May-18,27.2,0,0,0,0,0,0
13-May-18,12.1,0,0,0,0,0,4.5
14-May-18,8.2,0,0,0,0,0,6
15-May-18,16.5,0,0,0,0,0,9
16-May-18,48.6,1,2,0,0,0,5
17-May-18,71,0,1,7,5,31.5,5
18-May-18,6.9,24,0,0,0,0,0
19-May-18,21.6,0,0,0,0,0.5,0
20-May-18,0,0,21,0,0,0,0
21-May-18,1.8,0,1,0,23.5,2,0
22-May-18,0.2,27,13,1,57,28,1
23-May-18,16,3,0,0,19,15,0
24-May-18,13.8,0,39,27,50,115,28
25-May-18,0,40,1.5,0,0,0,0
26-May-18,3.4,0,0,0,0,0,0
27-May-18,4,0,0,0,0,0,2
28-May-18,6.1,0,0,0,0,0,0
29-May-18,10.8,0,24,1,6.5,0,18
30-May-18,39.7,0,0,10.5,0,0,0
31-May-18,2.6,4,4,21.5,2.5,0.5,0
01-Jun-18,0,0,33,22,38.5,17.5,2
02-Jun-18,0,11,0,0,0,4,0
03-Jun-18,0,4,0,0,0,0,0
04-Jun-18,0,0,0,0,0,0,0
05-Jun-18,0,0,0,0,0,0,19
06-Jun-18,-,0,8,23,14.5,20.5,0
07-Jun-18,0,0,0,0,0,0,16
08-Jun-18,0,0,0,0,0,0,19
09-Jun-18,0,0,5,0,0,0.5,16.5
10-Jun-18,0,0,0,0,0,0,2
11-Jun-18,0,2,33,1,26,1,5
12-Jun-18,0,6,0,0,0,0,0
13-Jun-18,0,0,0,0,0,0,0
14-Jun-18,0,0,0,0,0,0,0
15-Jun-18,0,0,0,0,0,0,0
16-Jun-18,23.4,0,3,0,2,58,0.5
17-Jun-18,0,0,3,41.5,56,14,4
18-Jun-18,0,0,9,10,2,8.5,10
19-Jun-18,0,2,18,19,58,44,14
20-Jun-18,-,23,6,22,9,1.5,22
21-Jun-18,0,9,34,8.5,1,0.5,0
22-Jun-18,0,11,2,1,1,0.5,23
23-Jun-18,10.4,1,2,1,0,2.5,0
24-Jun-18,36.2,1,0,9,11,0,4
25-Jun-18,79.3,0,0,0,0,0,0
26-Jun-18,17.1,0,5,6,0,0,0
27-Jun-18,1,0,0,0,0,0,8.5
28-Jun-18,0,2,0,0,0,0,0
29-Jun-18,12.4,0,0,0,0,0,2
30-Jun-18,44.2,4,14,1,0,1,2
01-Jul-18,14.5,2,10.5,0,0,1,2
02-Jul-18,1.1,5,0,0,0,0,0
03-Jul-18,3.5,0,0,0,0,0,0
04-Jul-18,0.3,0,0,0,0,0,32
05-Jul-18,-,0,0,0,0,0,0
06-Jul-18,0,0,0,0,0,0,0
07-Jul-18,1.6,0,0,0,0,0,0
08-Jul-18,0,0,0,0,0,0,0
09-Jul-18,-,0,1.5,0.5,0,0,2.5
10-Jul-18,0,1,0,0,0,0,0
11-Jul-18,-,10,0,0,0,0,0
12-Jul-18,0,0,0,0,0,0,0
13-Jul-18,-,0,0,0,0,0,0
14-Jul-18,-,0,0,0,0,0,1
15-Jul-18,-,0,0,0,0,0,0
16-Jul-18,0,0,0,0,0,0,0
17-Jul-18,0,0,0,0,0,0,0
18-Jul-18,0,0,0,0,0,0,0
19-Jul-18,0,0,0,0,1,1,0
20-Jul-18,0,2,8,0,0,0,0
21-Jul-18,0,0,0,0,0,0,1
22-Jul-18,0,1,0,0,0,0,0
23-Jul-18,0,0,0,0,0,0,5
24-Jul-18,0,0,2.5,2,0,2.5,0
25-Jul-18,0,0,0,0,0,0,0
26-Jul-18,0,0,0,0,0,0,0
27-Jul-18,0,0,0,0,0,0,0
28-Jul-18,0,0,0,0,0,0,0
29-Jul-18,0,0,0,0,0,0,0
30-Jul-18,0,0,0.5,0,0,0,0
31-Jul-18,0,0,0,0.5,0,0,0
01-Aug-18,13.7,0,0,0,0,0,0
02-Aug-18,0.7,0,0,0,0,0,21
03-Aug-18,0,0,0,0,0,0,0
04-Aug-18,0,0,6,0,0,0,0
05-Aug-18,0,0,0,0,0,0,0
06-Aug-18,0,0,0,0,0,0.5,0
07-Aug-18,0,0,0,0,0,0,4.5
08-Aug-18,-,0,10,0,0,0,0
09-Aug-18,0,0,0,0,7,1,0
10-Aug-18,0,13,0,0,0,0,0
11-Aug-18,-,0,0,0,0,0,0
12-Aug-18,0,0,0,0,0,0,0
13-Aug-18,0,0,0,0,0,0,0
14-Aug-18,0,0,0,1,0,0,0
15-Aug-18,0,0,0,0,0,0,0
16-Aug-18,0,0,0,0,0,0,0
17-Aug-18,0,0,0,0,0,0,0
18-Aug-18,0,0,0,0.5,16,0,46
19-Aug-18,0,0,0,1.5,0,0.5,0
20-Aug-18,0,41,0,0,0,0,0
21-Aug-18,0,1,0,0,0,2.5,29
22-Aug-18,0,0,0,0,0,0,0
23-Aug-18,0,0,0,0,0,0,0
24-Aug-18,0,0,0,0,0,0,0
25-Aug-18,0,0,0,0,0,0,0
26-Aug-18,-,0,0,0,0,0,0
27-Aug-18,0,0,0,0,0,0,0
28-Aug-18,0,0,0,0,0,0,0
29-Aug-18,5.7,0,0,0,0,0,0
30-Aug-18,-,0,0,0,0,0,0
31-Aug-18,0,0,0,0,0,0,0
01-Sep-18,15.8,0,0,0,0,0,0
02-Sep-18,2,0,0,0,0,0,0
03-Sep-18,0,0,0,0,0,0,0
04-Sep-18,-,0,0,0,0,0,0
05-Sep-18,0,0,0,0,0,0,0
06-Sep-18,9.2,0,2,1,0,0,0
07-Sep-18,0,0,0,0,0,0,0
08-Sep-18,0,5,0,0,0,0,0
09-Sep-18,0,0,0,0,0,0,0
10-Sep-18,1.9,0,0,0,0,0,0
11-Sep-18,28.4,0,0,0,0,0,0
12-Sep-18,0,6,0,0,0,1,0
13-Sep-18,0,0,8,0,0,3,0
14-Sep-18,0,0,4,7.5,4,11,4
15-Sep-18,0,14,2,2.5,9,1,17
16-Sep-18,0,0,0,0,0,0,1
17-Sep-18,0,0,0,0,0,0,0
18-Sep-18,0,0,0,0,0,0,0
19-Sep-18,25.2,0,0,0,0,0,0
20-Sep-18,0,0,4,0,0,0,0
21-Sep-18,0,0,0,10.5,0,0.5,6.5
22-Sep-18,0,8,0,0,0,0,0
23-Sep-18,0,0,0,7.5,1,0,0
24-Sep-18,0,0,0,0,0,0,12
25-Sep-18,0,0,0,0,0,0,11.5
26-Sep-18,0,2,3,2.5,33,10.5,3
27-Sep-18,0,3,0,0,0,0,0
28-Sep-18,0,0,0,0,0,0,0
29-Sep-18,0,0,0,0,0,0,0
30-Sep-18,0,0,0,3.5,0,0,0
01-Oct-18,0,0,0,0,0,0,0
02-Oct-18,7.9,0,0,0,0,0,1
03-Oct-18,0,0,0,0,0,4,17.5
04-Oct-18,0,0,33,41,10.5,19,10
05-Oct-18,0,1,0,0,0,0,0
06-Oct-18,0,0,0,0,0,0,0
07-Oct-18,19.3,0,0,0,22,0,0
08-Oct-18,9.4,0,0,0,0,0,0
09-Oct-18,7.2,0,0,0,0,0,0
10-Oct-18,60.1,0,0,0,0,0,0
11-Oct-18,20.2,7,0,0,0,47,0
12-Oct-18,12.5,0,0,0,0,0,10
13-Oct-18,15.8,0,0,0,0,0,35
14-Oct-18,24,7,7,0,0,0,20
15-Oct-18,12.1,0,0,0,0,8.5,3.5
16-Oct-18,0,5,20,0,57,6,3
17-Oct-18,0,0,1,4,2,0.5,15
18-Oct-18,89.7,9,39,6,7.5,3.5,1
19-Oct-18,97.9,49,13,5.5,0,3.5,18
20-Oct-18,-,0,6.5,0,0,0,0
21-Oct-18,5.8,30,0.5,0.5,0,2.5,1
22-Oct-18,-,1,3,0.5,2,2.5,1.5
23-Oct-18,0,0,0,0,0,0,0
24-Oct-18,0,2,0,0.5,3,19,4.5
25-Oct-18,-,0,0,1,0,8.5,0.5
26-Oct-18,-,5,0,6.5,0,0,5
27-Oct-18,3.4,18,16.5,13,25,10,30
28-Oct-18,-,3,0,0,8,0,1.5
29-Oct-18,0,24,1,0,5,3.5,1
30-Oct-18,0,0,0,0,2,0,32
31-Oct-18,8,16,33,25.5,27.5,17,14.5
01-Nov-18,0,8,26.5,23.5,71,48,14.5
02-Nov-18,45.2,75,19.5,14,13.5,46.5,17
03-Nov-18,6.2,14,33,8,2,0,0
04-Nov-18,22.9,5,27,4.5,24.5,29,40
05-Nov-18,0.5,1,2,0.5,0,0.5,0
06-Nov-18,13.3,0,19,0,17,11.5,0
07-Nov-18,4.6,8,8.5,5,8,7.5,31
08-Nov-18,1.8,1,3,0,0,8,0
09-Nov-18,0.5,17,33,33,52,26,0
10-Nov-18,6.5,45,2.5,15.5,9.5,27,6.5
11-Nov-18,5.1,1,5,1,2,1,0
12-Nov-18,19.6,26,7,5.5,15,35,8
13-Nov-18,6,68,33.5,19.5,7.5,42,11
14-Nov-18,0,6,14.5,55.5,0,45.5,9
15-Nov-18,0.7,6,15,14,19,6.5,7.5
16-Nov-18,0,3,12,3.5,1.5,1,1
17-Nov-18,12.7,0,32,48,4,2.5,4
18-Nov-18,18.4,2,3.5,4.5,1,37,0
19-Nov-18,20.9,19,34,29.5,25,67,11
20-Nov-18,-,0,0,0,0,0,0
21-Nov-18,-,0,0,0,0,0,0
22-Nov-18,0,0,0,0,0,0,0
23-Nov-18,15.5,0,4,1,0,1.5,15
24-Nov-18,1.5,0,31,47,15,2,20
25-Nov-18,43.8,18,5.5,10,9.5,34.5,25.5
26-Nov-18,5.6,7,5,14.5,0,3,37
27-Nov-18,0,23,30,20.5,33,67.5,76
28-Nov-18,2,6,3,12.5,1,0,5
29-Nov-18,0,8,10,14,0,23,6
30-Nov-18,17.9,0,9,16.5,3.5,18.5,25
01-Dec-18,35.4,0,15,26.5,24,4,0
02-Dec-18,14,0,5,54,15,5,1
03-Dec-18,3.3,1,20,5.5,4,7,0
04-Dec-18,3,3,2.5,10.5,7.5,0.5,9
05-Dec-18,2.6,0,0,0,0,0,0
06-Dec-18,28.3,0,2,11.5,4,9.5,26
07-Dec-18,7.1,4,1,0,0,0.5,2.5
08-Dec-18,0.4,3,0,0,0,0,0
09-Dec-18,40.4,0,0,20,0,0.5,13
10-Dec-18,-,9,16,22,6,71,18
11-Dec-18,3.3,4,0,2.5,0,0,13.5
12-Dec-18,99.9,21,23,10,31,23,1
13-Dec-18,0,1,0,0,0,0,0
14-Dec-18,15.8,4,0,0,0,32,1
15-Dec-18,41.5,0,8,1.5,35,0.5,10
16-Dec-18,82.7,24,25,17.5,6,13,14
17-Dec-18,17.7,9,11,6.5,16,25,2
18-Dec-18,35.5,5,6,5.5,3,5,1
19-Dec-18,5,4,14,13,3,19.5,13.5
20-Dec-18,45.6,0,3,1,0,4.5,34
21-Dec-18,-,4,12,1.5,1,3.5,1
22-Dec-18,3,8,35,49.5,16,25,7
23-Dec-18,0.2,16,1.5,2,8,7.5,2
24-Dec-18,14.4,8,2,11.5,2.5,50,2
25-Dec-18,18.3,0,20,19.5,52,3.5,10
26-Dec-18,10,0,0,14,0,0,4.5
27-Dec-18,-,0,1.5,14.5,3,18,0
28-Dec-18,4.5,3,8,23,0,1.5,2.5
29-Dec-18,-,0,25,32.5,7,14.5,13.5
30-Dec-18,3.5,0,0,7.5,0,0,7
31-Dec-18,3,0,2,0.5,1,10,0
01-Jan-19,28,0,0,0,0,0,0
02-Jan-19,24.8,0,0,3,0,0.5,0
03-Jan-19,33.6,0,0,0,0,0,0
04-Jan-19,5.8,0,0,0,0,0,0.5
05-Jan-19,-,0,10,14.5,3,17,0
06-Jan-19,0,13,12,31.5,5,22.5,17
07-Jan-19,3.1,14,2,9.5,14,47.5,14
08-Jan-19,0.1,0,0,18,0,0,23
09-Jan-19,21.1,0,0,0,0,5,1.5
10-Jan-19,-,0,0,4.5,0,0.5,3.5
11-Jan-19,0,7,4,0,21.5,0.5,20
12-Jan-19,2.9,0,0,0,1,0,5
13-Jan-19,27.3,0,19,0.5,0,0.5,3
14-Jan-19,64.1,0,28,7,0,0,14
15-Jan-19,-,0,11,0,0,0,32
16-Jan-19,5.5,0,6,0,0,0,0
17-Jan-19,7.7,1,0,7.5,30,6,16.5
18-Jan-19,-,0,0,0,1,0,2.5
19-Jan-19,0,0,0,0,0,0,4.5
20-Jan-19,-,0,0,0,0,0,0
21-Jan-19,5.3,0,0,0,0,0,6.5
22-Jan-19,4.2,0,0,0,0,0,6
23-Jan-19,7.3,0,3,0,0,0,1.5
24-Jan-19,-,0,0,5.5,0,2,0
25-Jan-19,2.5,0,0,0,0,0,0
26-Jan-19,0,0,0,0,0,0,2
27-Jan-19,0,0,0,0,0,0,0
28-Jan-19,0,0,0,0,0,0,0
29-Jan-19,-,0,0,0,0,0,1
30-Jan-19,0,0,0,3.5,4,1.5,13.5
31-Jan-19,-,0,0,6,3.5,5,2
01-Feb-19,-,3,7,1.5,1,0.5,24.5
02-Feb-19,17.2,0,2,34.5,11.5,18,0
03-Feb-19,-,0,9,5,5.5,43,3.5
04-Feb-19,5.5,5,0,9,2.5,19.5,14
05-Feb-19,50.6,1,3,2.5,4.5,2,7
06-Feb-19,0,1,10,4,1,3.5,2
07-Feb-19,-,4,0,2.5,1,1,1
08-Feb-19,-,1,4,0,1,0,0
09-Feb-19,0,0,27,13.5,17,29,19.5
10-Feb-19,18.2,5,0,0,0,0,0
11-Feb-19,20.4,0,0,0,0,0,0
12-Feb-19,46.8,0,0,0,0,0,0
13-Feb-19,0,0,0,1,0,1,0
14-Feb-19,0,0,41,28.5,11.5,36,13
15-Feb-19,53.3,14,2,2,1,0,3
16-Feb-19,3,2,45,2.5,14,3,29.5
17-Feb-19,71.4,6,26,13.5,52,12.5,27
18-Feb-19,7.7,19,17,16,3.5,6.5,4
19-Feb-19,0,4,0,0,0,4,25
20-Feb-19,0,6,0,8.5,1,54.5,2.5
21-Feb-19,2.4,0,1,0.5,6.5,2,1.5
22-Feb-19,22.7,0,0,0,0,0,1.5
23-Feb-19,0,0,0,6.5,0,0,1.5
24-Feb-19,-,0,0,0,0,0,0
25-Feb-19,65.8,0,0,0,0,0,0
26-Feb-19,-,0,0,0,0,0,23.5
27-Feb-19,5.7,3,0,2,3,0.5,2
28-Feb-19,38.5,6,0,0.5,0,1.5,0.5
01-Mar-19,56.6,0,0,0,0,0,0
02-Mar-19,47.1,0,0,0,0,0,0
03-Mar-19,1.8,0,0,3,0,0,25.5
04-Mar-19,0,0,0,7.5,4.5,11.5,3
05-Mar-19,-,2,41,8.5,26,7,5
06-Mar-19,3.8,5,25,8,6,17.5,1.5
07-Mar-19,0,1,27,14.5,6,39,3
08-Mar-19,-,14,7,22.5,21,17.5,2.5
09-Mar-19,0,5,0,1,0,0,0.5
10-Mar-19,0,0,36,31.5,32,57.5,33
11-Mar-19,0,5,24,2,1,1.5,20.5
12-Mar-19,0,2,5,12,15.5,3,8.5
13-Mar-19,7.5,5,46,29.5,35,100,27
14-Mar-19,-,30,8,5.5,2,4,19
15-Mar-19,0,13,0,0,0,0,0.5
16-Mar-19,0,0,0,0,0,0,0
17-Mar-19,12.2,0,0,0,0,0,0
18-Mar-19,-,0,0,12.5,1.5,35,27
19-Mar-19,-,4,0,38.5,0,0,0
20-Mar-19,2.8,24,12,0.5,20,22,0
21-Mar-19,0,0,0,0,0,0,0
22-Mar-19,-,0,0,0,0,0,2.5
23-Mar-19,0,0,1,2.5,0,0,0.5
24-Mar-19,0,0,1.5,0,0,0,25.5
25-Mar-19,0,0,0,0,0,12.5,0
26-Mar-19,-,0,7,3.5,8,5,18.5
27-Mar-19,0,0,24,39.5,29,38.5,30
28-Mar-19,18.7,9,0,0,0,0,0
29-Mar-19,17,0,0,0,0,0,0
30-Mar-19,0,0,10.5,7.5,0,6,7
31-Mar-19,8,0,34,31,4,58.5,48
01-Apr-19,0,24,0,0,0,0,0
02-Apr-19,-,0,37,1.5,0,0,5
03-Apr-19,0.2,0,55,36,54,51,12
04-Apr-19,0,44,24,1.5,15,14.5,1
05-Apr-19,23.5,0,43,2,28.5,5,4
06-Apr-19,3.6,1,6,0,3.5,37,1
07-Apr-19,0,9,0,0,0,52.5,0
08-Apr-19,-,14,0,13.5,4,0,4
09-Apr-19,0,19,14,16,9,9,1.5
10-Apr-19,0,34,2.5,6.5,2,9.5,0.5
11-Apr-19,0,11,30,33.5,26,1.5,12.5
12-Apr-19,0.5,11,3,0,0,0,12
13-Apr-19,1.2,0,0,0,0,1,4
14-Apr-19,15.3,0,0,0.5,0,0.5,0
15-Apr-19,-,0,8.5,28.5,27,24,6
16-Apr-19,0.8,11,0,0,0,0,2
17-Apr-19,-,12,33,0,0,0,0
18-Apr-19,-,0,47,8.5,20,48,16.5
19-Apr-19,0,5,33,114,45.5,78,3
20-Apr-19,15.8,12,2,0.5,1,0,13.5
21-Apr-19,0,0,0,51.5,0,1,10
22-Apr-19,-,0,28.5,13.5,49,14.5,18.5
23-Apr-19,93.8,7,31,11,22,5.5,92
24-Apr-19,37.5,12,11,3,5,5,5
25-Apr-19,4.5,10,17,1,15,36.5,17.5
26-Apr-19,1.8,17,1.5,13.5,3.5,1.5,0
27-Apr-19,124.5,1,0,12,0,9,3
28-Apr-19,159.5,1,2,0.5,0,0,0
29-Apr-19,-,0,0,11.5,1.5,0,0
30-Apr-19,0,4,5,34.5,5,0,8.5
01-May-19,0,0,0,1.5,0,0,0
02-May-19,-,8,15,22,16,27,19.5
03-May-19,0,36,0,0,0,0,3
04-May-19,0,0,0,1,0,12,0
05-May-19,0,0,0,0,0,0,0
06-May-19,14.4,0,0,0,0,0,0
07-May-19,3,0,45,1.5,25.5,0,9
08-May-19,-,15,54,0,0,0,0
09-May-19,0,0,11.5,3.5,61,8.5,6
10-May-19,0,25,36,0,0,23.5,0
11-May-19,4,5,37,0,8.5,16,4
12-May-19,0,1,0,0,0,0,0
13-May-19,19.8,0,0,2,0,0.5,16
14-May-19,0,0,0,0,0,0,2
15-May-19,0,9,18,0,13.5,7,17.5
16-May-19,-,2,0,1,6,0,1.5
17-May-19,22,22,1,0,1.5,0.5,4.5
18-May-19,6.7,11,0,0,0,0,0
19-May-19,0,0,9.5,0,0,0.5,0
20-May-19,4,0,2,2.5,4,2,42.5
21-May-19,10,3,3,1,0,0,12
22-May-19,1.5,14,0,0,0,0.5,0
23-May-19,0,0,0,0,0,0,0
24-May-19,0,0,0,3.5,2.5,5,0
25-May-19,-,0,0,0,0,0,8.5
26-May-19,4.5,0,0,0,0,0,0
27-May-19,0,0,5,27.5,8.5,1,2
28-May-19,3,0,14,5,3,4.5,5
29-May-19,0,1,16.5,0,0,0,0
30-May-19,0,0,0,1,6,0,0
31-May-19,9.6,1,16,7,54,7.5,10
01-Jun-19,8.5,0,1,0,0,9,0.5
02-Jun-19,27.1,1,2.5,1.5,10,16.5,7.5
03-Jun-19,6.6,1,0,0,0,0,0
04-Jun-19,16.2,0,0,0,0,0,0.5
05-Jun-19,5.8,0,5,1,38,11.5,7
06-Jun-19,-,20,0,12,11.5,27.5,45
07-Jun-19,3.9,9,0,0,0,0,0
08-Jun-19,3.3,0,0,12,0,1,8
09-Jun-19,8,3,0,1,12,0.5,8
10-Jun-19,0,0,0,0,0,0,4
11-Jun-19,0,0,13,4.5,14,0,10
12-Jun-19,0,10,29,5,0,1,8
13-Jun-19,-,30,0,0,0,0,4
14-Jun-19,116.4,3,2,3,0,0,2.5
15-Jun-19,-,0,7,5.5,5,0.5,1.5
16-Jun-19,-,0,0,4.5,0,0,6
17-Jun-19,4,0,0,0,0,0,0
18-Jun-19,-,0,0,2,0,1,5
19-Jun-19,87.9,0,0,0,0,0,0
20-Jun-19,4,0,0,1.5,0,5.5,4.5
21-Jun-19,0,0,17.5,0,0,0,0
22-Jun-19,0,0,0,2,2,5.5,0
23-Jun-19,0,0,0,0,0,6,0
24-Jun-19,0,0,1.5,27,0,27.5,10.5
25-Jun-19,-,0,0,2,3,0,0
26-Jun-19,0,0,18,4,4,4,7
27-Jun-19,0,23,23,8,40.5,46,6
28-Jun-19,0,24,0,0,0,0,0
29-Jun-19,-,2,0,0,0,0,0
30-Jun-19,-,0,0,0,0,0,0
01-Jul-19,0,0,0,0,0,0,0
02-Jul-19,0,0,0,0,0,0,0
03-Jul-19,0,0,0,0,0,0,0
04-Jul-19,0,0,0,0,0,0,1
05-Jul-19,-,0,0,2,1,0,0
06-Jul-19,0,1,21,17.5,9,4.5,3.5
07-Jul-19,0,1,0,0,0,0,0
08-Jul-19,-,0,0,0,0,0,0
09-Jul-19,0,0,0,0,0,0,0
10-Jul-19,-,0,0,0,0,0,0
11-Jul-19,0,0,0,0,0,0,0
12-Jul-19,-,0,0,0,0,0,1.5
13-Jul-19,0,0,8,1.5,0,1,2.5
14-Jul-19,0,20,8,0.5,0,0,10
15-Jul-19,0,1,69.5,18,32,35,31.5
16-Jul-19,0,24,3,15,10,16,1.5
17-Jul-19,-,7,0,0,0,0,0
18-Jul-19,0,2,0,0,0,0,0
19-Jul-19,0,0,0,0,0,0,0
20-Jul-19,-,0,0,0,0,0,0
21-Jul-19,40.6,0,0,0,0,0,0
22-Jul-19,5,0,0,0,0,0,0
23-Jul-19,-,1,0,0,0,0,0
24-Jul-19,0,5,0,0,0,0,1
25-Jul-19,0,0,0,0,0,0,0
26-Jul-19,-,0,0,0,0,0,0
27-Jul-19,0,0,0,0,0,0,0
28-Jul-19,-,0,0,0,0,0,0
29-Jul-19,0,0,0,0,0,0,0
30-Jul-19,-,0,0,0,0,0,0
31-Jul-19,-,0,0,0,0,0,0
01-Aug-19,0,0,0,0,0,0,0
02-Aug-19,0,0,0,0,0,0,0
03-Aug-19,0,0,0,0,0,0,1
04-Aug-19,0,0,2,1,0,0,0
05-Aug-19,0,0,0,0,0,0,0
06-Aug-19,-,0,0,0,0,0,0
07-Aug-19,0,0,0,0,0,0,0
08-Aug-19,0,0,0,0,0,0,0
09-Aug-19,0,0,0,0,0,0,7.5
10-Aug-19,-,0,0,0,0,0,1
11-Aug-19,0,5,7,24.5,0,0,0.5
12-Aug-19,0,10,51,1.5,3.5,56,10.5
13-Aug-19,0,3,0,0.5,0,1,1
14-Aug-19,-,0,0,0,0,0,7.5
15-Aug-19,0,1,13.5,2.5,12,50.5,1
16-Aug-19,0,2,0,0,0,0,0
17-Aug-19,0,0,0,0,0,0,0
18-Aug-19,-,0,0,0,0,0,0
19-Aug-19,0,0,0,0,0,0,0
20-Aug-19,8,0,0,0,0,0,0
21-Aug-19,0,0,0,0,0,0,4
22-Aug-19,-,0,0,0,0,0,0
23-Aug-19,-,0,0,0,0,0,0
24-Aug-19,0,0,0,0,0,0,0
25-Aug-19,5.6,0,0,0,0,0,0
26-Aug-19,-,0,0,0,0,0,0
27-Aug-19,1.8,1,0,0,0,0,0
28-Aug-19,0,0,0,0,0,0,8.5
29-Aug-19,-,0,0,0,0,0,0.5
30-Aug-19,0,0,0,0,0,0,0
31-Aug-19,0,0,0,0,0,0,0
01-Sep-19,0,0,0,8,0,0,0
02-Sep-19,0,0,0,0,0,0,0.5
03-Sep-19,0,0,0,0,0,0,27.5
04-Sep-19,0,14,0,0,0,13,0
05-Sep-19,0,13,0,0,0,0,0
06-Sep-19,0,1,0,0,0,0,12
07-Sep-19,-,0,31,35,10,3,35
08-Sep-19,0,13,33,1,1,1.5,0
09-Sep-19,0,6,15,9,18.5,15,8
10-Sep-19,-,11,22,16,47,19.5,14.5
11-Sep-19,0,13,7.5,17.5,1,11,12.5
12-Sep-19,-,17,15,0,0,0,0
13-Sep-19,0,12,0,0.5,0,0,9.5
14-Sep-19,-,0,0,0,0,0,0
15-Sep-19,0,0,0,0,0,0,0
16-Sep-19,0,0,3,5.5,0,0,9
17-Sep-19,0,0,0,0,0,0,0.5
18-Sep-19,0,0,0,0,0,0,0
19-Sep-19,0,0,0,0,0,0,0
20-Sep-19,-,0,0,0,0,3,0
21-Sep-19,0,3,0,0,2,0,0
22-Sep-19,0,8,19,1,7.5,11.5,2
23-Sep-19,0,7,3.5,1.5,1.5,0.5,2.5
24-Sep-19,12.2,0,0,0,0,0,0
25-Sep-19,-,0,0,0,0,0,0
26-Sep-19,0,0,0,0,0,0,0
27-Sep-19,2,0,0,0,0,0,0
28-Sep-19,0.1,0,0,0,0,0,0
29-Sep-19,0.8,0,0,1.5,0,0,0.5
30-Sep-19,-,0,0,0,0,0,1.5
01-Oct-19,-,5,0,0,0,2,3
02-Oct-19,2.6,0,7,0,0,15,0
03-Oct-19,6.2,10,14,66,17,119,8
04-Oct-19,6.1,12,19,13,4.5,5.5,11
05-Oct-19,5.5,35,0,33,0,22,8.5
06-Oct-19,0,17,6,17,3.5,12.5,27.5
07-Oct-19,11.6,11,34,37.5,23,35.5,50
08-Oct-19,2.6,27,20,4.5,10,14,59
09-Oct-19,-,8,7,15.5,4,12,20
10-Oct-19,0,7,0,0,1,0,1.5
11-Oct-19,0,0,9,1,2,10.5,27.5
12-Oct-19,0,1,1,2,0,0,25
13-Oct-19,19.3,2,34,2.5,71.5,57,9
14-Oct-19,-,26,4.5,0,4,0,7
15-Oct-19,0,0,0,0,0,0,4.5
16-Oct-19,6.9,2,0,0,0,0,0
17-Oct-19,62.5,0,0,0,0,0,0
18-Oct-19,0,0,34,11,24,11,21.5
19-Oct-19,4.3,27,2,8,13,7,6.5
20-Oct-19,-,2,34,6.5,30.5,16.5,1
21-Oct-19,-,7,18,40.5,13.5,35,29.5
22-Oct-19,-,20,26,47,17.5,52.5,50
23-Oct-19,0,15,8,16.5,1,21.5,1.5
24-Oct-19,-,1,8,24.5,3.5,2,3
25-Oct-19,0,0,48,11,14.5,11.5,25
26-Oct-19,0.4,3,0,0,0,0,0
27-Oct-19,13.6,0,0,0,0,0,0
28-Oct-19,0,0,0,0,0,0,0
29-Oct-19,6.1,0,0,0,0,0,0
30-Oct-19,0,0,0,0,0,0,0
31-Oct-19,0,0,0,0,0,0,0
01-Nov-19,-,0,5,23.5,21,23,2
02-Nov-19,0,4,21,1,50,0.5,0.5
03-Nov-19,-,22,18,4.5,1,1,5.5
04-Nov-19,-,12,12,1,4.5,1,9
05-Nov-19,0,1,30,5.5,23,7.5,12.5
06-Nov-19,0,9,5,12,24.5,30,3
07-Nov-19,0,21,0,9.5,3.5,51,16.5
08-Nov-19,0,7,7.5,6,11.5,35.5,5.5
09-Nov-19,0,1,16.5,18,2,2,32.5
10-Nov-19,0,0,23,7.5,8,22.5,14.5
11-Nov-19,0,33,34,12,4.5,4.5,1.5
12-Nov-19,0,4,13.5,59,21,21.5,25
13-Nov-19,3.6,5,8.5,9.5,18,8,6.5
14-Nov-19,4.1,5,7.5,4.5,10.5,65,44
15-Nov-19,5.7,9,0,11,0,1,12
16-Nov-19,0,0,0,1.5,0,0.5,0
17-Nov-19,8.1,1,0,0.5,0,2.5,4
