"","Date","rahadi_oesman","sta2","sta3","sta4","sta5","sta6","sta7"
"3991",2014-12-04,2.8,0,0,"0",0,0,0
"3992",2014-12-05,19.4,0,0,"8",0,3,0
"3993",2014-12-06,0,0,0,"0",0,0,0
"3994",2014-12-07,15,0,4,"7.33",7,4,0
"3995",2014-12-08,12.8,4,19,"14.5",37,6,2.5
"3996",2014-12-09,NA,11,37,"3.5",9,5.5,32
"3997",2014-12-10,10,21,12,"2.5",0,7.5,0
"3998",2014-12-11,7.3,0,1,"0",0,1,0
"3999",2014-12-12,0,0,0,"0",0,0,1.5
"4000",2014-12-13,12.8,27,0,"9.5",0,17,3
"4001",2014-12-14,5,16,10,"20.5",7,36.5,18
"4002",2014-12-15,NA,0,2,"1",1,0,5
"4003",2014-12-16,13.4,13,45,"53",31,82.5,76.5
"4004",2014-12-17,4.3,19,9,"6",7,24,8
"4005",2014-12-18,0,0,25,"57",4.5,0,31
"4006",2014-12-19,NA,0,4,"5",4,5,5
"4007",2014-12-20,17.3,0,3,"0",0,0,2
"4008",2014-12-21,NA,0,18,"3",14,5.5,0
"4009",2014-12-22,33,0,0,"0",0,0,0
"4010",2014-12-23,33,0,0,"0",0,0,0
"4011",2014-12-24,0.9,0,0,"0",0,0,0
"4012",2014-12-25,0.9,0,0,"0",0,0,0
"4013",2014-12-26,NA,0,0,"0",0,0,0
"4014",2014-12-27,27.3,0,0,"0",0,0,0
"4015",2014-12-28,102,0,0,"0",0,0,0
"4016",2014-12-29,0,0,0,"0",0,0,0
"4017",2014-12-30,10.3,0,0,"0",0,0,2
"4018",2014-12-31,50.9,0,5,"14",0,0,0
"4019",2015-01-01,50.9,35,2,"0",0,5,0
"4020",2015-01-02,3.3,27,0,"5",0,0,0
"4021",2015-01-03,11.2,2,41,"8",69,58,6
"4022",2015-01-04,NA,12,35,"18",11,61,4.5
"4023",2015-01-05,5.2,9,24,"7",3,15,4.5
"4024",2015-01-06,20.3,11,39,"13",12,16.5,4
"4025",2015-01-07,NA,0,2,"1.5",1,1,0
"4026",2015-01-08,6.9,0,7,"5",2,1,1
"4027",2015-01-09,13.8,0,3,"0",0,0,0
"4028",2015-01-10,3.3,4,8,"0",12,7.5,1.5
"4029",2015-01-11,12.2,10,3,"24",11,18.5,16
"4030",2015-01-12,2.9,1,1,"0",1,0,0
"4031",2015-01-13,NA,0,0,"0",3.5,0,0
"4032",2015-01-14,NA,3,2.5,"1",0,1.5,0
"4033",2015-01-15,NA,7,2,"1.5",8,2,3
"4034",2015-01-16,6.9,0,1.5,"5",1,0,1
"4035",2015-01-17,62.7,0,1.5,"0",0,0,0
"4036",2015-01-18,71.2,0,0,"0",0,0,0
"4037",2015-01-19,38.3,5,3,"0",0,0,2.5
"4038",2015-01-20,NA,0,0,"0",0,0,0
"4039",2015-01-21,17,0,0,"0",0,0,2
"4040",2015-01-22,57.1,8,6,"5",0,4,2
"4041",2015-01-23,NA,0,0,"2.5",2.5,0,6
"4042",2015-01-24,NA,0,0,"0",0,6,2
"4043",2015-01-25,18.8,0,0,"5",3.5,0,15
"4044",2015-01-26,NA,2,3,"1",0,0,0
"4045",2015-01-27,NA,14,1,"1.5",2,8,0
"4046",2015-01-28,4,0,3,"5",0,0,0
"4047",2015-01-29,4.4,11,1,"2",1,0,2
"4048",2015-01-30,0.3,25,4,"0",0,0,0
"4049",2015-01-31,NA,13,20,"0",5,3,5
"4050",2015-02-01,3.6,9,2,"5",1,4.5,2
"4051",2015-02-02,1.8,0,3,"0",0,0,3
"4052",2015-02-03,NA,14,0,"0",0,0,0
"4053",2015-02-04,2.1,7,9,"4",6,5.5,0
"4054",2015-02-05,3.4,11,8,"0",6.5,0,5.5
"4055",2015-02-06,NA,15,21,"6",19,6,21.5
"4056",2015-02-07,0.2,21,24,"5",13,9,13.5
"4057",2015-02-08,NA,20,4,"0",2,0,22
"4058",2015-02-09,7.3,0,10,"0",1,0,5
"4059",2015-02-10,259.6,0,10,"5",0,31,0
"4060",2015-02-11,85.4,0,1,"2",19,0,0
"4061",2015-02-12,2.1,6,0,"0",0,0,0
"4062",2015-02-13,NA,1,0,"1.5",2,3.5,0
"4063",2015-02-14,NA,4,0,"1",0,3,1
"4064",2015-02-15,NA,3,11,"5",3,0,0
"4065",2015-02-16,NA,0,21,"9",14,20,20.5
"4066",2015-02-17,NA,15,0,"0",0,0,0
"4067",2015-02-18,NA,0,0,"0",0,0,0
"4068",2015-02-19,17.4,0,4,"6",0,0,7.5
"4069",2015-02-20,9.6,10,51,"33",23,32.5,10.5
"4070",2015-02-21,NA,9,5,"31.5",50,15,3
"4071",2015-02-22,NA,17,26,"14.5",9,64,11
"4072",2015-02-23,NA,49,105,"35.5",33,82,15.5
"4073",2015-02-24,NA,0,0,"0",7,7,17.5
"4074",2015-02-25,NA,4,5,"30",10,12,33
"4075",2015-02-26,NA,35,10,"37",36,34.5,10.5
"4076",2015-02-27,NA,29,15,"5.5",7.5,13,7
"4077",2015-02-28,5,31,27,"58",5,9,23
"4078",2015-03-01,50.4,25,7,"39.5",23,41,0
"4079",2015-03-02,31.1,37,52,"2.5",50,3.5,1
"4080",2015-03-03,NA,19,11,"10",4,17,3
"4081",2015-03-04,NA,14,73,"5",4.7,50,30.5
"4082",2015-03-05,NA,7,15,"9",25.5,50,19.5
"4083",2015-03-06,NA,13,6,"1",0,6.5,0
"4084",2015-03-07,NA,25,10,"1.5",0,15,1.5
"4085",2015-03-08,NA,35,12,"19.5",22,2,0
"4086",2015-03-09,NA,51,15,"36.5",28,116.5,21.5
"4087",2015-03-10,6.8,11,4,"38.5",3,0,38.5
"4088",2015-03-11,NA,0,5,"2.5",3,10,0
"4089",2015-03-12,5.3,7,21,"38",2,26,0
"4090",2015-03-13,0.8,0,41,"58.5",7,13,11
"4091",2015-03-14,NA,0,0,"0",0,0,17
"4092",2015-03-15,45.7,0,0,"0",0,0,0
"4093",2015-03-16,28.6,39,40,"0",0,0,1.5
"4094",2015-03-17,NA,0,13,"24",31,19.5,3
"4095",2015-03-18,NA,0,20,"6",32,19,5
"4096",2015-03-19,NA,0,0,"2.5",0,19.5,2.5
"4097",2015-03-20,NA,36,3,"5.5",11,31,7.5
"4098",2015-03-21,NA,53,5,"4",0,0,0
"4099",2015-03-22,13.9,0,0,"5",0,0,0
"4100",2015-03-23,NA,2,0,"0",0,0,0
"4101",2015-03-24,NA,11,2,"31.5",0,19,0
"4102",2015-03-25,NA,0,29,"10.5",12,9,29.5
"4103",2015-03-26,NA,0,5,"5",1,0,10
"4104",2015-03-27,3.4,0,3,"0",0,0,7.5
"4105",2015-03-28,NA,13,0,"7",7.5,3,2
"4106",2015-03-29,NA,2,0,"0",0,1.5,0
"4107",2015-03-30,NA,0,13,"16.5",4.5,0,0
"4108",2015-03-31,NA,0,5,"7.5",33,45.5,0
"4109",2015-04-01,1.4,0,0,"1",0,0,1
"4110",2015-04-02,9.3,0,5,"0",0,0,11
"4111",2015-04-03,46,0,11,"0",16,29.5,8
"4112",2015-04-04,3.6,7,56,"39.5",5,11,0
"4113",2015-04-05,NA,0,0,"0",0,0,3
"4114",2015-04-06,NA,0,5,"6.5",31,3.5,7
"4115",2015-04-07,NA,0,0,"0",0,0,1
"4116",2015-04-08,NA,16,27,"33",17.5,3,30
"4117",2015-04-09,NA,0,0,"3.5",0,0,2
"4118",2015-04-10,NA,3,38,"1",0,0,0
"4119",2015-04-11,NA,0,2,"0",0,0,0
"4120",2015-04-12,NA,0,0,"0",0,0,0
"4121",2015-04-13,NA,0,0,"0",0,12,0
"4122",2015-04-14,NA,0,0,"0",0,0,9
"4123",2015-04-15,NA,0,0,"5",0,0,15
"4124",2015-04-16,NA,7,0,"0",2,0,4
"4125",2015-04-17,NA,0,26,"0",4.5,0,43
"4126",2015-04-18,NA,0,21,"14",0,9.5,18
"4127",2015-04-19,NA,2,6,"0",36.5,0,12
"4128",2015-04-20,NA,0,1,"22",0,31.5,10
"4129",2015-04-21,NA,21,5,"5",20,42,6
"4130",2015-04-22,NA,35,6,"12",19,24.5,0
"4131",2015-04-23,NA,47,9,"7.5",5,6,2
"4132",2015-04-24,NA,12,5,"5",0,1,6
"4133",2015-04-25,NA,0,10,"0",0,0,7.5
"4134",2015-04-26,NA,0,25,"13",21,14.5,0
"4135",2015-04-27,NA,0,4,"3.5",1,3.5,0
"4136",2015-04-28,NA,0,0,"0",0,0,0
"4137",2015-04-29,NA,0,0,"0",0,0,0
"4138",2015-04-30,NA,0,0,"0",0,0,0
"4139",2015-05-01,0.3,0,0,"0",0,0,0
"4140",2015-05-02,70.7,0,0,"0",0,0,0
"4141",2015-05-03,NA,0,0,"0",0,0,57.5
"4142",2015-05-04,28.6,0,0,"0",0,0,27
"4143",2015-05-05,NA,3,0,"0",0,0,0
"4144",2015-05-06,NA,0,0,"0",0,0,0
"4145",2015-05-07,NA,0,0,"0",0,0,0
"4146",2015-05-08,NA,0,0,"0",0,0,0
"4147",2015-05-09,NA,23,0,"15.5",26,3.5,0
"4148",2015-05-10,NA,0,0,"0",0,0,0
"4149",2015-05-11,NA,0,0,"0",0,0,5
"4150",2015-05-12,NA,0,0,"0",0,0,0
"4151",2015-05-13,NA,2,0,"0",0,0,0
"4152",2015-05-14,NA,0,0,"0",0,0,0
"4153",2015-05-15,NA,0,0,"0",0,0,0
"4154",2015-05-16,NA,0,0,"0",0,0,3.5
"4155",2015-05-17,NA,0,0,"0",0,0,16.5
"4156",2015-05-18,NA,0,2,"0",0,0,4.5
"4157",2015-05-19,NA,0,3,"1",0,2,47
"4158",2015-05-20,NA,7,0,"2",0,1.5,38
"4159",2015-05-21,NA,3,8,"0",0,0,30
"4160",2015-05-22,NA,18,5,"0",0,0,1.5
"4161",2015-05-23,NA,1,7,"2.5",35,4,0
"4162",2015-05-24,NA,0,13,"15",0,12.5,0
"4163",2015-05-25,NA,0,0,"2.5",0,2,0
"4164",2015-05-26,NA,2,0,"0",0,6.5,0
"4165",2015-05-27,NA,0,0,"0",0,0,0
"4166",2015-05-28,NA,0,0,"0",0,0,0
"4167",2015-05-29,NA,0,0,"0",0,0,0
"4168",2015-05-30,NA,0,0,"0",0,0,0
"4169",2015-05-31,NA,0,0,"0",0,0,0
"4170",2015-06-01,4.3,0,0,"0",0,0,0
"4171",2015-06-02,NA,0,0,"0",0,0,2.5
"4172",2015-06-03,NA,0,0,"2.5",0,0,0
"4173",2015-06-04,NA,0,0,"0",0,0,0
"4174",2015-06-05,NA,0,0,"0",0,0,0
"4175",2015-06-06,NA,0,0,"0",0,0,0
"4176",2015-06-07,NA,0,0,"0",0,0,0
"4177",2015-06-08,NA,0,0,"0",0,0,0
"4178",2015-06-09,NA,0,0,"0",0,0,0
"4179",2015-06-10,NA,0,0,"0",0,0,0
"4180",2015-06-11,NA,0,0,"0",0,0,0
"4181",2015-06-12,NA,0,0,"0",0,0,0
"4182",2015-06-13,NA,0,0,"0",0,0,0
"4183",2015-06-14,NA,0,0,"0",0,0,0
"4184",2015-06-15,NA,0,0,"0",0,0,0
"4185",2015-06-16,NA,11,0,"0",0,4,0
"4186",2015-06-17,NA,0,0,"0",0,0,0
"4187",2015-06-18,NA,0,0,"0",0,0,0
"4188",2015-06-19,NA,0,0,"0",0,0,0
"4189",2015-06-20,NA,0,0,"0",0,0,1
"4190",2015-06-21,NA,0,0,"0",0,0,0
"4191",2015-06-22,NA,0,0,"0",0,0,0
"4192",2015-06-23,NA,4,0,"0",0,0,0
"4193",2015-06-24,NA,0,0,"0",0,0,0
"4194",2015-06-25,NA,0,0,"0",0,0,0
"4195",2015-06-26,NA,0,21,"1.5",2,0,0
"4196",2015-06-27,NA,32,32,"5",14,7.5,3
"4197",2015-06-28,NA,0,0,"0",0,0,9.5
"4198",2015-06-29,NA,0,0,"0",0,0,0
"4199",2015-06-30,NA,0,0,"0",0,0,0
"4200",2015-07-01,NA,0,0,"0",0,0,0
"4201",2015-07-02,NA,0,0,"0",0,0,0
"4202",2015-07-03,NA,0,0,"0",0,0,0
"4203",2015-07-04,NA,0,0,"0",0,0,0
"4204",2015-07-05,NA,0,0,"0",0,0,0
"4205",2015-07-06,NA,0,0,"0",0,0,0
"4206",2015-07-07,NA,0,0,"0",0,0,0
"4207",2015-07-08,NA,0,0,"0",0,0,0
"4208",2015-07-09,NA,0,0,"0",0,0,1
"4209",2015-07-10,NA,0,0,"0",0,0,0
"4210",2015-07-11,NA,0,0,"0",0,0,0
"4211",2015-07-12,NA,0,0,"0",0,0,0
"4212",2015-07-13,NA,0,0,"0",0,0,0
"4213",2015-07-14,NA,0,0,"0",0,0,0
"4214",2015-07-15,NA,0,0,"0",0,0,0
"4215",2015-07-16,NA,0,0,"0",0,0,0
"4216",2015-07-17,NA,0,0,"0",0,0,0
"4217",2015-07-18,NA,0,0,"0",0,0,0
"4218",2015-07-19,NA,0,0,"0",0,0,0
"4219",2015-07-20,NA,0,0,"0",0,0,0
"4220",2015-07-21,NA,0,0,"0",0,0,0
"4221",2015-07-22,NA,0,0,"0",0,0,0
"4222",2015-07-23,23.6,0,0,"0",0,0,0
"4223",2015-07-24,NA,0,0,"0",0,0,0
"4224",2015-07-25,NA,0,0,"0",0,0,0
"4225",2015-07-26,NA,0,0,"0",0,0,0
"4226",2015-07-27,NA,0,0,"0",0,0,0
"4227",2015-07-28,7.4,0,0,"0",0,0,0
"4228",2015-07-29,1.5,0,0,"0",0,0,0
"4229",2015-07-30,NA,0,0,"0",0,0,0
"4230",2015-07-31,NA,0,0,"0",0,0,0
"4231",2015-08-01,7.1,0,0,"0",0,0,0
"4232",2015-08-02,NA,25,0,"0",0,15,0
"4233",2015-08-03,NA,0,0,"0",0,0,0
"4234",2015-08-04,NA,0,0,"0",0,0,0
"4235",2015-08-05,NA,0,0,"0",0,0,0
"4236",2015-08-06,NA,0,0,"0",0,0,0
"4237",2015-08-07,NA,0,0,"0",0,0,0
"4238",2015-08-08,NA,0,0,"0",0,0,0
"4239",2015-08-09,NA,0,0,"0",0,0,0
"4240",2015-08-10,NA,2,0,"0",0,0,0
"4241",2015-08-11,NA,13,0,"0",0,0,0
"4242",2015-08-12,NA,0,0,"0",0,0,0
"4243",2015-08-13,NA,0,0,"0",0,0,3.5
"4244",2015-08-14,NA,0,0,"0",0,0,1
"4245",2015-08-15,NA,0,0,"0",0,0,0
"4246",2015-08-16,NA,0,0,"0",0,0,0
"4247",2015-08-17,NA,0,0,"0",0,0,0
"4248",2015-08-18,NA,0,0,"0",0,0,0
"4249",2015-08-19,0,0,0,"0",0,0,0
"4250",2015-08-20,NA,0,0,"0",0,0,0
"4251",2015-08-21,NA,0,0,"0",0,0,0
"4252",2015-08-22,0,0,0,"0",0,0,0
"4253",2015-08-23,NA,0,0,"0",0,0,0
"4254",2015-08-24,0,0,0,"0",0,0,0
"4255",2015-08-25,NA,0,0,"0",0,0,0
"4256",2015-08-26,NA,0,0,"0",0,0,0
"4257",2015-08-27,0,0,0,"0",0,0,13
"4258",2015-08-28,1.3,0,0,"0",0,0,0
"4259",2015-08-29,0,0,0,"0",0,0,0
"4260",2015-08-30,NA,0,0,"0",0,0,34
"4261",2015-08-31,NA,0,0,"6",0,0,0
"4262",2015-09-01,NA,2,27,"0",0,0,23
"4263",2015-09-02,NA,11,2,"0",0,0,1
"4264",2015-09-03,NA,0,0,"5",11,3,20
"4265",2015-09-04,NA,0,0,"0",0,0,0
"4266",2015-09-05,NA,0,0,"0",0,0,0
"4267",2015-09-06,NA,0,0,"0",0,0,0
"4268",2015-09-07,0,0,0,"0",0,0,0
"4269",2015-09-08,NA,0,0,"0",0,0,0
"4270",2015-09-09,NA,0,0,"0",0,0,0
"4271",2015-09-10,NA,0,0,"0",0,0,0
"4272",2015-09-11,NA,0,0,"0",0,0,0
"4273",2015-09-12,0,0,0,"0",0,0,0
"4274",2015-09-13,0,0,0,"0",0,0,0
"4275",2015-09-14,NA,0,0,"0",0,0,0
"4276",2015-09-15,NA,0,0,"0",0,0,0
"4277",2015-09-16,NA,0,0,"0",0,0,0
"4278",2015-09-17,NA,0,0,"0",0,0,0
"4279",2015-09-18,NA,0,0,"0",0,0,0
"4280",2015-09-19,NA,0,0,"0",0,0,0
"4281",2015-09-20,NA,0,0,"0",0,0,0
"4282",2015-09-21,NA,0,38,"0",3,0,1
"4283",2015-09-22,NA,0,0,"1",3,0,46
"4284",2015-09-23,NA,0,0,"0",5.5,0,0
"4285",2015-09-24,NA,0,0,"0",0,0,0
"4286",2015-09-25,NA,0,0,"0",0,0,0
"4287",2015-09-26,0,0,0,"0",0,0,36.5
"4288",2015-09-27,0,0,0,"0",0,0,10
"4289",2015-09-28,NA,0,0,"0",0,0,4
"4290",2015-09-29,NA,0,0,"0",0,0,0
"4291",2015-09-30,NA,0,0,"0",0,0,0
"4292",2015-10-01,2.1,0,0,"0",0,0,1
"4293",2015-10-02,NA,0,0,"0",0,0,3
"4294",2015-10-03,NA,0,0,"0",0,0,20
"4295",2015-10-04,NA,0,0,"0",0,0,0
"4296",2015-10-05,NA,0,0,"0",0,0,0
"4297",2015-10-06,24.9,0,0,"0",0,0,0
"4298",2015-10-07,NA,0,0,"0",0,0,0
"4299",2015-10-08,NA,0,0,"0",0,0,0
"4300",2015-10-09,NA,0,0,"0",0,0,0
"4301",2015-10-10,0,0,0,"0",0,0,0
"4302",2015-10-11,NA,0,0,"0",0,0,0
"4303",2015-10-12,1.1,0,0,"0",0,0,0
"4304",2015-10-13,1.5,0,0,"0",0,0,0
"4305",2015-10-14,NA,4,0,"0",0,0,0
"4306",2015-10-15,NA,0,0,"0",0,0,7.5
"4307",2015-10-16,NA,0,0,"0",0,0,6.5
"4308",2015-10-17,NA,0,0,"0",0,0,3.5
"4309",2015-10-18,NA,0,4,"0",10,11,16
"4310",2015-10-19,NA,0,0,"0",13,16,12.5
"4311",2015-10-20,NA,0,0,"0",0,0,0
"4312",2015-10-21,NA,0,0,"0",0,0,1
"4313",2015-10-22,NA,0,0,"0",0,0,7.5
"4314",2015-10-23,NA,0,0,"0",0,0,21
"4315",2015-10-24,NA,21,18,"25.5",2,34,0
"4316",2015-10-25,NA,9,0,"0",0,0,0.5
"4317",2015-10-26,NA,14,5,"1",0,0,1
"4318",2015-10-27,NA,29,0,"0",0,0,11.5
"4319",2015-10-28,NA,0,0,"0",0,1,11
"4320",2015-10-29,22.1,31,0,"0",1,1,0
"4321",2015-10-30,NA,42,22,"0",1,7.5,10
"4322",2015-10-31,5.4,27,16,"13.5",33,19,72
"4323",2015-11-01,NA,33,59,"37.5",50,59,32
"4324",2015-11-02,4.4,13,0,"0",0,8.5,10.5
"4325",2015-11-03,NA,0,0,"0",0,0,0.5
"4326",2015-11-04,NA,9,0,"0",0,1.5,4
"4327",2015-11-05,NA,0,0,"0",0,0,0
"4328",2015-11-06,NA,2,0,"9.5",0,0,23
"4329",2015-11-07,0.1,0,0,"0",0,0,54
"4330",2015-11-08,NA,55,74,"17.5",41,80.5,10
"4331",2015-11-09,12.7,19,17,"2.5",64,21,4
"4332",2015-11-10,NA,21,24,"14",5,57,28
"4333",2015-11-11,10.6,49,31,"8",27.5,18.5,19
"4334",2015-11-12,NA,17,14,"22.5",32,81,4
"4335",2015-11-13,NA,4,6,"1",22,0,0.5
"4336",2015-11-14,13.5,0,65,"31.5",3,0,0
"4337",2015-11-15,NA,0,34,"1",2,2.5,0
"4338",2015-11-16,7.5,0,4,"48.5",20,0,0
"4339",2015-11-17,79.2,0,0,"0",0,0,0
"4340",2015-11-18,38.2,0,0,"0",0,0,0
"4341",2015-11-19,1.9,0,0,"0",0,0,0
"4342",2015-11-20,9.4,0,0,"0",0,0,4
"4343",2015-11-21,4.4,7,8,"32.5",7,7.5,0
"4344",2015-11-22,11.5,12,21,"1",8.5,1.5,0
"4345",2015-11-23,20.3,31,0,"0",1,12.5,0
"4346",2015-11-24,57.8,36,0,"0",0,0,0
"4347",2015-11-25,NA,0,3,"0",20,0,31
"4348",2015-11-26,NA,3,34,"1",24,62,30
"4349",2015-11-27,0.9,15,31,"33.5",42.5,2,13.5
"4350",2015-11-28,0.1,11,23,"24.5",8.5,1,3
"4351",2015-11-29,45,37,11,"0",0,0,6
"4352",2015-11-30,30.6,49,12,"17.5",32,88,8
"4353",2015-12-01,27,0,44,"0",74,5,0
"4354",2015-12-02,NA,1,17,"0",3,0,18
"4355",2015-12-03,3.5,1,21,"6",4,1,25
"4356",2015-12-04,0.4,3,15,"8.5",13,3.5,9
"4357",2015-12-05,16.1,4,23,"48",9,32,16
"4358",2015-12-06,NA,11,2,"12.5",2,17,4
"4359",2015-12-07,23.6,0,2,"45.5",3,7.5,0
"4360",2015-12-08,1,7,15,"0",0,1.5,1.5
"4361",2015-12-09,NA,0,1,"1",2,1,0
"4362",2015-12-10,128.7,0,0,"0",0,0,0
"4363",2015-12-11,80,3,4,"9.5",0,5,0
"4364",2015-12-12,5.9,2,0,"5.5",5,2,0
"4365",2015-12-13,NA,0,0,"8.5",1,3.5,3
"4366",2015-12-14,48.5,53,17,"1",30,24.5,2.5
"4367",2015-12-15,15.9,27,12,"33.5",86,46,12.5
"4368",2015-12-16,NA,6,43,"16.5",3,2.5,1
"4369",2015-12-17,37.8,1,5,"0",0,1,6
"4370",2015-12-18,12.1,12,0,"0",0,0,6.5
"4371",2015-12-19,NA,0,4,"15",0,2,0.5
"4372",2015-12-20,4.2,0,2,"17",2,13.5,0
"4373",2015-12-21,NA,0,0,"16.5",0,0,1
"4374",2015-12-22,NA,0,0,"0",0,0,0
"4375",2015-12-23,NA,0,5,"1.5",0,1,0
"4376",2015-12-24,15.6,0,8,"0",4,35,0
"4377",2015-12-25,12.1,0,10,"8.5",0,1,0
"4378",2015-12-26,NA,0,35,"4.5",15,21,24
"4379",2015-12-27,1.7,0,6,"7",3,15.5,1
"4380",2015-12-28,NA,10,5,"24",4,8.5,0
"4381",2015-12-29,NA,3,23,"3.5",16,37,0
"4382",2015-12-30,NA,0,0,"0",0,4.5,0
"4383",2015-12-31,NA,0,0,"0",0,0,0
"4384",2016-01-01,15.1,0,0,"0",0,0,0
"4385",2016-01-02,24.1,12.03439289,3,"0",0,1,3.5
"4386",2016-01-03,20.9,0,1,"0",0,0,0
"4387",2016-01-04,0.1,0,0,"0",0,0,0
"4388",2016-01-05,NA,0.332442159,0,"0",0,0,0
"4389",2016-01-06,6,0,1,"6.5",0,0,25
"4390",2016-01-07,0.8,0,0,"0",0,0,3
"4391",2016-01-08,82.7,10.03519599,27,"4.5",3,12,2
"4392",2016-01-09,3.2,26.05378968,9,"5",6.5,27,12
"4393",2016-01-10,13.1,7.439900558,0,"2.5",0,1,2.5
"4394",2016-01-11,4.5,5.09153823,2,"0",0,1,13
"4395",2016-01-12,NA,3.099228608,5,"5",92,51,1.5
"4396",2016-01-13,36.6,6.318199817,0,"2",1,11,60
"4397",2016-01-14,5.6,80.9997799,67,"11",22,86.5,0
"4398",2016-01-15,NA,3.124060699,0,"1",0,0,29
"4399",2016-01-16,NA,1.224642694,21,"1.5",0,4.5,1
"4400",2016-01-17,79,0,3,"0",2,0,0
"4401",2016-01-18,NA,2.286673044,11,"4.5",10,4,9
"4402",2016-01-19,3,0.384240451,23,"2.5",3,5,6
"4403",2016-01-20,0.1,0,0,"0",0,0,14.5
"4404",2016-01-21,NA,5.505286562,8,"4.5",6,3.5,12
"4405",2016-01-22,NA,3.424321455,11,"1",4,1.5,44
"4406",2016-01-23,1.8,4.867918733,17,"3.5",6,5,3.5
"4407",2016-01-24,9.6,0.997326477,0,"0",0,0,5.5
"4408",2016-01-25,1.3,3.632361849,4,"4",1.5,2,3
"4409",2016-01-26,NA,0.856663478,5,"0",0,0,1
"4410",2016-01-27,NA,8.497265994,1,"1",2,3.5,1
"4411",2016-01-28,NA,0,1,"0",0,0,0
"4412",2016-01-29,NA,0,0,"0",0,0,0
"4413",2016-01-30,NA,3.84864291,2,"0",0,0,0
"4414",2016-01-31,2.9,0.997326477,0,"5",0,0,7.5
"4415",2016-02-01,1.4,0.413748332,13,"5",1,2.5,2
"4416",2016-02-02,42.5,1.517344915,12,"8.5",34,13.5,5
"4417",2016-02-03,12.9,1.909781905,2,"38.5",7,48.5,14
"4418",2016-02-04,NA,0.982891539,3,"8",22.5,20,13.5
"4419",2016-02-05,NA,0.715494318,4,"4.5",21.5,22,0
"4420",2016-02-06,NA,0,6,"2",15,0,0
"4421",2016-02-07,NA,6.134974888,8,"1",2,1.5,18
"4422",2016-02-08,13.8,4.14635111,9,"16.5",36,8.5,0.5
"4423",2016-02-09,16.3,5.673587018,22,"52.5",13.5,13,13
"4424",2016-02-10,7.2,54.57746071,26,"18.5",19.5,109.5,1.5
"4425",2016-02-11,73.4,14.17752019,30,"41.5",2,61,30
"4426",2016-02-12,7.8,0.760773898,24,"27",1.5,0,8.5
"4427",2016-02-13,NA,17.79998017,18,"12",2,20.5,3.5
"4428",2016-02-14,NA,0.357747159,0,"0",0,11,0
"4429",2016-02-15,NA,43.17984177,22,"23.5",8,37,46.5
"4430",2016-02-16,16.6,6.731755552,10,"0",72,28.5,23
"4431",2016-02-17,2.9,15.36561926,28,"6",11.5,11.5,14.5
"4432",2016-02-18,16.6,6.882650609,19,"2",21.5,22,6.5
"4433",2016-02-19,2.1,20.59244594,12,"5",1,1,14
"4434",2016-02-20,5.2,33.46957353,38,"5",2,0,60
"4435",2016-02-21,7.8,36.87423397,12,"11",6,27.5,0
"4436",2016-02-22,68.6,8.132763399,37,"7",49,13,14
"4437",2016-02-23,NA,42.54332117,30,"5.5",21.5,19,10
"4438",2016-02-24,NA,20.09281424,34,"32",7,91,27
"4439",2016-02-25,NA,11.99328869,26,"4.5",36,0,1
"4440",2016-02-26,0.2,4.262050176,1,"0",0,0,10
"4441",2016-02-27,16.9,0,0,"1.5",0,0,0
"4442",2016-02-28,2.7,0,4,"0",0,0,0
"4443",2016-02-29,0.1,0.243918517,5,"2",28,7.5,12
"4444",2016-03-01,26.2,36.00971502,27,"7.5",11,0,9
"4445",2016-03-02,4.8,11.71736474,23,"21",35,21,9
"4446",2016-03-03,1.2,0.986753354,20,"0",0,4,0
"4447",2016-03-04,14.3,0.748016787,0,"5",0,23,0
"4448",2016-03-05,0.2,11.51768598,34,"75.5",25,26,35
"4449",2016-03-06,NA,16.42748451,29,"13",70,35.5,0
"4450",2016-03-07,48,0,0,"0",0,0,0
"4451",2016-03-08,6.3,0.460854208,3,"5",1,1,0.5
"4452",2016-03-09,19,8.316208426,6,"10.5",4,17,37
"4453",2016-03-10,NA,0,0,"0",0,0,0.5
"4454",2016-03-11,9.4,0.260179752,3,"20.5",1,8,0.5
"4455",2016-03-12,NA,1.662210796,2,"0",0,0,10
"4456",2016-03-13,NA,0,3,"5",0,0,0.5
"4457",2016-03-14,4.4,0,7,"0",0,0,4.5
"4458",2016-03-15,0,7.113487576,7,"1",8,8,10
"4459",2016-03-16,NA,12.65817301,3,"0",0,0,0
"4460",2016-03-17,0,0.856663478,4,"2",1,0,1
"4461",2016-03-18,0,0,2,"5",0,0,2.5
"4462",2016-03-19,0,24.00233246,5,"20.5",8,22.5,12.5
"4463",2016-03-20,0,3.065386004,5,"0",0,7.5,0
"4464",2016-03-21,0.7,3.266401526,0,"1.5",0,3,0
"4465",2016-03-22,NA,3.546049697,2,"5",0,0,8.5
"4466",2016-03-23,13.9,1.284995217,6,"0",0,0,0
"4467",2016-03-24,20.7,0,0,"0",0,0,9
"4468",2016-03-25,0,1.440582689,2,"5",0,0,2
"4469",2016-03-26,33.8,14.09802369,112,"69",18,121,14
"4470",2016-03-27,1.3,11.10512594,16,"8.5",60,6.5,6.5
"4471",2016-03-28,1.2,7.646604191,26,"1",0,1,0
"4472",2016-03-29,NA,5.184902756,4,"6.5",44,17.5,25
