"","Date","rahadi_oesman","sta2","sta3","sta4","sta5","sta6","sta7"
"1727",2008-09-22,12.7,0,0,"0",0,0,0
"1728",2008-09-23,0,0,0,"0",0,0,0
"1729",2008-09-24,0,0,0,"0",0,0,0
"1730",2008-09-25,0,3.426653912,0,"0",0,0,0
"1731",2008-09-26,0,0,0,"0",0,0,0
"1732",2008-09-27,0,45.40316433,0,"0",0,0,0
"1733",2008-09-28,0,0,0,"0",0,0,0
"1734",2008-09-29,0,0,0,"0",0,0,0
"1735",2008-09-30,0,0,0,"0",0,0,3
"1736",2008-10-01,68,0,0,"3",10,0,0
"1737",2008-10-02,0,0,0,"0",0,0,0
"1738",2008-10-03,0,0,0,"0",0,0,0
"1739",2008-10-04,53.8,0,0,"0",0,0,0
"1740",2008-10-05,0,0.195134814,1,"0",27,6,0
"1741",2008-10-06,9.3,4.109625761,3,"3",14,21,0
"1742",2008-10-07,149.4,2.569990434,0,"0",1,0,0
"1743",2008-10-08,0,14.93762858,2,"5",0,14,1
"1744",2008-10-09,2.9,0,0,"0",0,0,16
"1745",2008-10-10,26.3,0.827496663,43,"18",18,5,1
"1746",2008-10-11,24.7,0,0,"0",0,0,0
"1747",2008-10-12,0.2,0,0,"0",0,0,0
"1748",2008-10-13,9.5,0,0,"0",0,0,0
"1749",2008-10-14,50.2,0,0,"0",0,0,0
"1750",2008-10-15,2.2,0,0,"0",0,0,0
"1751",2008-10-16,35.7,5.996644346,0,"0",0,0,0
"1752",2008-10-17,0,0,0,"4",2,0,0
"1753",2008-10-18,0,0.097567407,1,"0",0,3,0
"1754",2008-10-19,1.4,0,0,"0",0,0,0
"1755",2008-10-20,33.8,1.713326956,0,"0",0,0,0
"1756",2008-10-21,55.8,0,0,"0",0,0,10
"1757",2008-10-22,3.7,0,3,"2",0,0,0
"1758",2008-10-23,41.7,8.56663478,0,"0",0,0,0
"1759",2008-10-24,22.4,0,0,"0",0,0,0
"1760",2008-10-25,9,2.569990434,16,"0",0,0,2
"1761",2008-10-26,3.2,1.922390547,0,"0",0,8,0
"1762",2008-10-27,0,2.428821274,2,"1",0,22,0
"1763",2008-10-28,0,5.280643867,18,"26",27,0,6
"1764",2008-10-29,NA,12.09141726,1,"0",0,0,0
"1765",2008-10-30,4,6.69137761,24,"0",24,0,4
"1766",2008-10-31,0,7.227657283,6,"4",25,14,16
"1767",2008-11-01,1.4,3.578186972,25,"70",1,31,8
"1768",2008-11-02,5.6,5.430009566,36,"27",16,8,57
"1769",2008-11-03,15.8,10.26620893,15,"12",8,25,26
"1770",2008-11-04,7.5,5.462532035,30,"5",11,9,4
"1771",2008-11-05,0,11.36160897,21,"2",0,6,1
"1772",2008-11-06,19.2,21.63265879,8,"36",29,55,24
"1773",2008-11-07,0,1.22498376,14,"11",13,7,10
"1774",2008-11-08,9.1,12.77382795,35,"41",22,24,25
"1775",2008-11-09,4,0.954230885,21,"8",28,3,10
"1776",2008-11-10,0,0,18,"1",0,0,13
"1777",2008-11-11,0.3,0,0,"0",0,0,0
"1778",2008-11-12,1.1,1.218954583,11,"14",0,0,14
"1779",2008-11-13,0.4,0.097567407,12,"3",5,3,11
"1780",2008-11-14,0.2,4.205707937,25,"0",17,6,1
"1781",2008-11-15,18.3,15.91232358,20,"4",6,4,0
"1782",2008-11-16,2.6,13.70661565,23,"0",22,0,12
"1783",2008-11-17,0,4.394131443,10,"1",0,0,25
"1784",2008-11-18,13.8,3.50206275,5,"3",22,55,30
"1785",2008-11-19,68.8,5.139980868,3,"1",34,0,51
"1786",2008-11-20,53.1,1.019275823,23,"2",0,5,2
"1787",2008-11-21,5.9,13.61189773,12,"19",9,25,48
"1788",2008-11-22,0,12.24476574,25,"19",0,0,1
"1789",2008-11-23,0,25.88247464,21,"12",31,14,6
"1790",2008-11-24,10.8,23.60301906,0,"0",0,0,5
"1791",2008-11-25,0,0,0,"0",0,0,0
"1792",2008-11-26,14.1,0,12,"0",0,0,0
"1793",2008-11-27,7.9,25.09471791,24,"0",0,0,0
"1794",2008-11-28,1.5,20.89185947,14,"58",46,22,41
"1795",2008-11-29,4.4,5.426653912,0,"5",6,2,0
"1796",2008-11-30,0,7.629688327,0,"4",3,5,4
"1797",2008-12-01,35.7,10.22884558,0,"0",0,0,0
"1798",2008-12-02,13.8,2.70008031,1,"52",3,4,7
"1799",2008-12-03,0,0,3,"0",0,0,5
"1800",2008-12-04,2.1,15.32305733,0,"0",1,2,0
"1801",2008-12-05,1.4,13.11013192,1,"7",8,8,0
"1802",2008-12-06,9.8,4.28331739,0,"23",0,0,0
"1803",2008-12-07,65.3,0.65044938,16,"0",0,20,0
"1804",2008-12-08,204.5,1.940984239,0,"0",0,7,0
"1805",2008-12-09,82,1.973506708,0,"0",7,8,0
"1806",2008-12-10,50.7,20.09352962,1,"39",2,12,7
"1807",2008-12-11,0,0.986753354,0,"2",4,4,1
"1808",2008-12-12,39,1.365943697,12,"26",3,42,1
"1809",2008-12-13,12.6,1.662210796,13,"18",1,0,22
"1810",2008-12-14,12,36.63031545,32,"53",10,20,10
"1811",2008-12-15,33.1,4.516200751,3,"49",12,1,3
"1812",2008-12-16,50.3,0,2,"1",0,0,24
"1813",2008-12-17,50,1.810894363,7,"5",2,3,28
"1814",2008-12-18,0.1,0,0,"0",1,0,0
"1815",2008-12-19,0,0.856663478,6,"6",0,0,29
"1816",2008-12-20,0,0,5,"13",0,0,0
"1817",2008-12-21,1,37.67557841,1,"6",4,41,3
"1818",2008-12-22,38.7,16.33965963,0,"5",4,6,0
"1819",2008-12-23,2.7,3.998008609,89,"0",21,8,2
"1820",2008-12-24,46.1,16.66942826,40,"49",91,5,17
"1821",2008-12-25,21.7,3.664675095,21,"47",47,60,7
"1822",2008-12-26,16,0,22,"1",14,0,3
"1823",2008-12-27,0,18.91164145,67,"7",5,2,6
"1824",2008-12-28,0,0.065044938,3,"10",1,2,30
"1825",2008-12-29,12,0,2,"1",1,0,0
"1826",2008-12-30,0,0.065044938,18,"6",9,2,3
"1827",2008-12-31,10.3,3,0.5,"0",3,0,0
"1828",2009-01-01,0,0,52.5,"28.5",8,77,23
"1829",2009-01-02,11.1,2,0.5,"0",0,0,5
"1830",2009-01-03,4.8,25,9,"4.5",0,19,0
"1831",2009-01-04,0,6,1.3,"29.5",0,1,18.5
"1832",2009-01-05,8.3,0,14.7,"6.5",16,78,46.5
"1833",2009-01-06,76.1,7,2.3,"7",9.5,1,2.5
"1834",2009-01-07,7.1,0,11,"3.5",8,2.5,30.5
"1835",2009-01-08,34.5,0,1,"0",0,0,0.5
"1836",2009-01-09,10.5,0,0,"1",0,0,0
"1837",2009-01-10,3.4,7,1,"1",0,5.5,0
"1838",2009-01-11,0,7,0.5,"0",0,3,0
"1839",2009-01-12,0,0,2.7,"9",4,6,6
"1840",2009-01-13,0,0,2.5,"0.5",0,0,5
"1841",2009-01-14,0,0,5.8,"3",5,0,6
"1842",2009-01-15,0,0,0.5,"9.5",0,28,20
"1843",2009-01-16,1.4,13,32.5,"22",74,5,14
"1844",2009-01-17,6.6,0,5,"11",29,1.5,0
"1845",2009-01-18,0,2,0.5,"3",5,10,0
"1846",2009-01-19,0,0,2.1,"7",9.5,12,41
"1847",2009-01-20,0,0,1.6,"0",0,0,0
"1848",2009-01-21,0,0,0.5,"0",2,0,0
"1849",2009-01-22,0,11,1.2,"0",2,0,0
"1850",2009-01-23,12.3,0,0,"0",0,0,0
"1851",2009-01-24,226.6,9,0,"1",0,0,1
"1852",2009-01-25,NA,0,3,"0",0,1,0
"1853",2009-01-26,43.9,3,2.4,"0",8,0,0
"1854",2009-01-27,0.4,0,1.2,"0",0,0,0
"1855",2009-01-28,120.1,7,0.5,"0.5",0,0,0
"1856",2009-01-29,7,12,4.8,"6.5",5,3,0
"1857",2009-01-30,0,0,7,"2.5",3,7,6.5
"1858",2009-01-31,0,0,0.5,"1",0,0,0
"1859",2009-02-01,0,6,1,"4",4,2,0
"1860",2009-02-02,0.1,4,13.5,"3",9,1,6
"1861",2009-02-03,0,0,10.5,"1.5",6,8,7
"1862",2009-02-04,0,0,8,"1",17,0,1.5
"1863",2009-02-05,0,0,21,"0",0,0,0
"1864",2009-02-06,0,0,0.5,"0",0,0,0
"1865",2009-02-07,0,0,1.4,"6.5",0,0,0
"1866",2009-02-08,0,25,11,"31.5",15,0,8.5
"1867",2009-02-09,0,16,9,"0",0,19,5.5
"1868",2009-02-10,0,5,6,"7",0,1.5,0
"1869",2009-02-11,0,42,42,"1",24,17.5,0
"1870",2009-02-12,0,25,6.5,"16",9,9,25
"1871",2009-02-13,0,37,43,"5.5",28,31.5,39
"1872",2009-02-14,0,13,2.2,"0",0,0,6
"1873",2009-02-15,0,20,0.5,"0",0,0,0
"1874",2009-02-16,0,0,10.5,"16",2,0,4
"1875",2009-02-17,3.1,0,22.2,"27",10,31,17
"1876",2009-02-18,0,5,0.3,"0",0,0,0
"1877",2009-02-19,0,16,0,"2",0,0,10
"1878",2009-02-20,7.4,0,31,"22",27,27.5,0
"1879",2009-02-21,5.5,12,1.6,"17",7,9,0
"1880",2009-02-22,50,2,3,"0",0,4,132
"1881",2009-02-23,4.1,0,0.8,"0",0,0,2.5
"1882",2009-02-24,1.6,0,17.5,"0",0,0,0
"1883",2009-02-25,1.4,32,26.5,"123",23,27,27
"1884",2009-02-26,0,10,12,"24",3,10.5,10.5
"1885",2009-02-27,31.8,31,1.2,"0",1,0,8
"1886",2009-02-28,6.7,2,5.2,"4",0,1,15.5
"1887",2009-03-01,1.2,0,2.8,"4.5",16.5,16.5,0
"1888",2009-03-02,0,5,8.7,"7.5",0,5.5,0
"1889",2009-03-03,0,0,49.7,"32.5",9,37.5,11
"1890",2009-03-04,1.6,0,6.2,"0",0,0,0
"1891",2009-03-05,0,0,9.5,"55.5",21.5,10.5,0
"1892",2009-03-06,0,0,1,"4",2,4.5,0
"1893",2009-03-07,0.6,10,0.5,"1.5",0,0,0
"1894",2009-03-08,0,0,38.5,"25",29,20.5,49.5
"1895",2009-03-09,41.5,5,2.2,"3.5",6,0,4.5
"1896",2009-03-10,1.6,0,6,"3",0,1.5,2.5
"1897",2009-03-11,0,0,2.1,"0",0,0,0
"1898",2009-03-12,16.3,0,0,"0",0,0,0
"1899",2009-03-13,6.2,0,0,"0",0,0,0
"1900",2009-03-14,0,0,0,"0",0,0,0
"1901",2009-03-15,0,0,0,"0",0,0,0
"1902",2009-03-16,0,0,0,"0",0,0,0
"1903",2009-03-17,0,0,0,"0",0,0,0
"1904",2009-03-18,0,0,1.5,"4",2,2,15
"1905",2009-03-19,5.9,1,0.5,"0",0,1,0
"1906",2009-03-20,0,0,2.4,"1.5",2,0,0
"1907",2009-03-21,5.1,0,0.5,"0",0,0,0
"1908",2009-03-22,0.2,0,0,"0",0,0,0
"1909",2009-03-23,0,0,0,"0",0,0,0
"1910",2009-03-24,NA,0,0,"0",0,0,0
"1911",2009-03-25,2.6,0,0,"26",5,0,0
"1912",2009-03-26,7,2,3,"16",24,18,13.5
"1913",2009-03-27,0.9,30,50,"4",4,20.5,4.5
"1914",2009-03-28,18.5,0,13.3,"12.5",0,0,21.5
"1915",2009-03-29,51,43,15,"1",11,6.5,22.5
"1916",2009-03-30,0,5,29.5,"8",16.5,14.5,0
"1917",2009-03-31,0,1,13,"0",0,0,0
"1918",2009-04-01,0.3,0,15.2,"1.5",0,0.5,5.5
"1919",2009-04-02,NA,7,26.5,"7",10.5,3.5,16
"1920",2009-04-03,16.7,14,15.8,"12.5",28,16,24
"1921",2009-04-04,1.8,2,46,"2.5",0,8.5,46
"1922",2009-04-05,5.8,0,1,"0",0,3,26
"1923",2009-04-06,28.6,11,8.5,"28",11.5,37,52
"1924",2009-04-07,0,0,2.5,"1.5",5,1.5,8
"1925",2009-04-08,2.1,9,2.3,"0",0,7,1
"1926",2009-04-09,31.6,25,2.5,"41",6.5,8.5,21
"1927",2009-04-10,43,0,1.5,"7",16,0,10
"1928",2009-04-11,52.2,0,0.5,"0",0,0,0
"1929",2009-04-12,14.4,0,11.4,"1",6,0,19
"1930",2009-04-13,65.7,23,1.1,"0",0,0,12
"1931",2009-04-14,0,0,34.7,"0",0,0,9.5
"1932",2009-04-15,104.4,10,5,"0",0,0,0
"1933",2009-04-16,1.8,0,60.2,"0",0,0,0
"1934",2009-04-17,0,0,0.5,"0",0,0,0
"1935",2009-04-18,24.9,17,0.2,"0",7.5,0,9.5
"1936",2009-04-19,0,0,0.2,"3",6,8.5,2.5
"1937",2009-04-20,0,10,30,"0",14.5,0,0
"1938",2009-04-21,19.7,0,11,"0",3,4,0
"1939",2009-04-22,1.4,0,0.2,"2",0,0,22.5
"1940",2009-04-23,14.8,0,1.4,"3.5",0,0,43.5
"1941",2009-04-24,0,0,0,"0",0,0,0
"1942",2009-04-25,0,0,0,"0",0,0,0
"1943",2009-04-26,0,13,0,"0",0,0,0
"1944",2009-04-27,0,0,0.5,"0.5",41.5,9.5,16
"1945",2009-04-28,54.4,7,0,"0",0,0,0
"1946",2009-04-29,0,0,0,"7",35,0,18.5
"1947",2009-04-30,0,32,24.2,"0",0,0,0
"1948",2009-05-01,0,2,38.6,"13.5",58.5,45.5,28
"1949",2009-05-02,0,7,0.2,"0",0,0,0
"1950",2009-05-03,0,0,0,"0",0,0,6
"1951",2009-05-04,0,0,0,"0",0,0,0
"1952",2009-05-05,0,0,0,"0",0,0,0
"1953",2009-05-06,0,21,0,"0",0,0,0
"1954",2009-05-07,0,0,0,"0",0,0,0
"1955",2009-05-08,19.5,4,0,"0",0,1,0
"1956",2009-05-09,7.6,0,25,"3",0,0,15.5
"1957",2009-05-10,23.8,1,0,"0",0,0,0
"1958",2009-05-11,5.6,0,0,"0",0,0,0
"1959",2009-05-12,0,0,0,"0",0,0,0
"1960",2009-05-13,NA,0,0,"0",0,0,0
"1961",2009-05-14,3.5,33,6.2,"13",2,0,7
"1962",2009-05-15,2.9,0,11,"51.5",15.5,28,46
"1963",2009-05-16,0,9,0.5,"2.5",0,0,4.5
"1964",2009-05-17,37.2,0,14.5,"4",37,1.5,5.5
"1965",2009-05-18,0,0,0.5,"3.5",0,0,7
"1966",2009-05-19,0,5,0,"0",0,6.5,15.5
"1967",2009-05-20,0,42,0,"0",0,0,0
"1968",2009-05-21,17.9,0,6.5,"19",4,0,8.5
"1969",2009-05-22,0,0,0,"0",0,0,0
"1970",2009-05-23,0.2,0,0,"0",0,0,0
"1971",2009-05-24,0,0,0.2,"0",0,0,0
"1972",2009-05-25,0,0,0,"0",0,0,0
"1973",2009-05-26,5.2,0,0,"0",0,0,0
"1974",2009-05-27,1.4,0,0,"0",0,0,0
"1975",2009-05-28,0,5,0,"0",0,0,0
"1976",2009-05-29,3.3,0,0,"0",0,0,0
"1977",2009-05-30,0,27,23.5,"4.5",9,11,69
"1978",2009-05-31,0,0,0.3,"0",0,0,0
"1979",2009-06-01,0,0,1,"22",5,0,0
"1980",2009-06-02,0,0,0,"8",4,2,0
"1981",2009-06-03,0,0,0,"0",0,0,0
"1982",2009-06-04,0,0,0,"0",0,0,0
"1983",2009-06-05,0,0,0,"0",0,0,0
"1984",2009-06-06,3.4,0,0,"0",0,0,4
"1985",2009-06-07,0,15,8,"18",9,28,6
"1986",2009-06-08,0,0,1,"0",0,0,0
"1987",2009-06-09,0,0,9,"2",10,74,0
"1988",2009-06-10,0,0,18,"2",9,29,0
"1989",2009-06-11,0,6,8,"1",0,0,0
"1990",2009-06-12,0,7,2,"1",0,0,0
"1991",2009-06-13,42.5,0,0,"0",0,0,0
"1992",2009-06-14,0,0,0,"0",0,0,0
"1993",2009-06-15,0,0,0,"0",0,0,0
"1994",2009-06-16,0,0,0,"0",0,0,0
"1995",2009-06-17,0,0,0,"0",0,0,0
"1996",2009-06-18,0,0,0,"0",0,0,0
"1997",2009-06-19,0,0,0,"0",0,0,0
"1998",2009-06-20,0,0,0,"0",0,0,0
"1999",2009-06-21,0,0,0,"0",0,0,0
"2000",2009-06-22,0,0,0,"0",0,0,0
"2001",2009-06-23,0,0,3,"0",0,0,0
"2002",2009-06-24,0,0,0,"0",0,0,0
"2003",2009-06-25,0,0,0,"0",0,0,0
"2004",2009-06-26,0,0,0,"0",0,0,0
"2005",2009-06-27,0,0,0,"0",0,0,0
"2006",2009-06-28,39.4,0,0,"0",0,0,0
"2007",2009-06-29,0,0,0,"0",0,0,0
"2008",2009-06-30,NA,0,0,"0",0,0,0
"2009",2009-07-01,0,0,0,"0",0,0,0
"2010",2009-07-02,0.9,0,0,"0",0,0,0
"2011",2009-07-03,0,0,0,"0",0,0,0
"2012",2009-07-04,0,0,0,"0",0,0,0
"2013",2009-07-05,0,0,0,"0",0,0,0
"2014",2009-07-06,9,0,0,"0",0,0,0
"2015",2009-07-07,0,0,0,"0",0,0,0
"2016",2009-07-08,0,0,0,"0",0,0,0
"2017",2009-07-09,0,0,0,"0",0,0,0
"2018",2009-07-10,0,0,0,"0",0,0,0
"2019",2009-07-11,0,0,0,"0",0,0,0
"2020",2009-07-12,0,0,0,"0",0,0,0
"2021",2009-07-13,0,0,0,"0",0,0,0
"2022",2009-07-14,0,0,0,"0",0,0,0
"2023",2009-07-15,0,0,0,"0",0,0,0
"2024",2009-07-16,0,0,0,"0",0,0,0
"2025",2009-07-17,0,0,0,"0",0,0,0
"2026",2009-07-18,0,0,0,"0",0,0,0
"2027",2009-07-19,0,0,0,"0",0,0,0
"2028",2009-07-20,0,0,0,"0",0,0,0
"2029",2009-07-21,0,2,0,"0",0,0,0
"2030",2009-07-22,0,0,0,"0",0,0,0
"2031",2009-07-23,0.8,0,0,"0",0,0,0
"2032",2009-07-24,0,0,0,"0",0,0,0
"2033",2009-07-25,0,0,0,"0",0,0,0
"2034",2009-07-26,0,0,0,"0",0,0,0
"2035",2009-07-27,0,0,0,"0",0,0,0
"2036",2009-07-28,0,0,0,"0",0,0,0
"2037",2009-07-29,0,0,0,"0",0,0,0
"2038",2009-07-30,0,0,0,"0",0,0,0
"2039",2009-07-31,0,0,0,"0",0,0,0
"2040",2009-08-01,0,0,0,"0",0,0,0
"2041",2009-08-02,0,0,0,"0",0,0,0
"2042",2009-08-03,0,0,0,"0",0,0,0
"2043",2009-08-04,0,0,0,"0",0,0,0
"2044",2009-08-05,0,0,0,"0",0,0,0
"2045",2009-08-06,0,0,0,"0",0,0,0
"2046",2009-08-07,0,0,0,"0",0,0,0
"2047",2009-08-08,0,0,0,"0",0,0,0
"2048",2009-08-09,0,0,0,"0",0,0,0
"2049",2009-08-10,0,0,0,"0",0,0,0
"2050",2009-08-11,3,0,0,"0",0,0,0
"2051",2009-08-12,0,3,0,"0",0,0,0
"2052",2009-08-13,0,0,0,"0",0,0,11
"2053",2009-08-14,0,0,0,"0",0,0,0
"2054",2009-08-15,3.2,0,0,"0",0,0,0
"2055",2009-08-16,8.9,0,0,"0",0,0,0
"2056",2009-08-17,NA,0,0,"0",0,0,0
"2057",2009-08-18,0,0,0,"0",0,0,0
"2058",2009-08-19,0.2,0,0,"0",0,0,0
"2059",2009-08-20,0,0,0,"0",0,0,0
"2060",2009-08-21,0,0,0,"0",0,0,0
"2061",2009-08-22,0,0,0,"0",0,0,0
"2062",2009-08-23,0,0,0,"0",0,0,0
"2063",2009-08-24,0,0,0,"0",0,0,0
"2064",2009-08-25,0,0,0,"0",0,0,0
"2065",2009-08-26,0,0,0,"0",0,0,0
"2066",2009-08-27,0,0,0,"0",0,0,0
"2067",2009-08-28,0,0,0,"0",0,0,0
"2068",2009-08-29,0,0,0,"0",0,0,0
"2069",2009-08-30,0,0,0,"0",0,0,0
"2070",2009-08-31,0,14,0,"0",0,0,0
"2071",2009-09-01,0,0,0,"0",0,0,0
"2072",2009-09-02,0,0,0,"0",0,0,0
"2073",2009-09-03,0,0,0,"0",0,0,0
"2074",2009-09-04,0,0,0,"0",0,0,0
"2075",2009-09-05,0,0,0,"0",0,0,0
"2076",2009-09-06,0,0,0,"0",0,0,0
"2077",2009-09-07,0,0,0,"0",0,0,1
"2078",2009-09-08,0,0,0,"0",0,0,0
"2079",2009-09-09,0,0,0,"0",0,0,0
"2080",2009-09-10,0,0,0,"0",0,0,0
"2081",2009-09-11,0,0,0,"0",0,0,0
"2082",2009-09-12,0,0,0,"0",0,0,0
"2083",2009-09-13,0,0,0,"0",0,0,7.5
"2084",2009-09-14,0.2,0,0,"0",0,0,0
"2085",2009-09-15,8,1,0,"0",0,0,0
"2086",2009-09-16,4.4,0,1,"0",0,0,0
"2087",2009-09-17,30.9,0,0,"0",0,0,0
"2088",2009-09-18,1.3,0,0,"0",0,0,0
"2089",2009-09-19,0,0,0,"0",0,0,0
"2090",2009-09-20,0,0,0,"0",0,0,0
"2091",2009-09-21,0,0,0,"0",0,0,0
"2092",2009-09-22,0,0,0,"0",0,0,0
"2093",2009-09-23,0,0,0,"0",0,0,0
"2094",2009-09-24,0,0,0,"0",0,0,5.5
"2095",2009-09-25,0,0,0,"0",0,0,0
"2096",2009-09-26,0,0,0,"0",0,0,5
"2097",2009-09-27,0,3,0,"0",0,0,0
"2098",2009-09-28,0,0,12.7,"39",20.5,14,0
"2099",2009-09-29,0,0,0.2,"0",0,0,0
"2100",2009-09-30,0,2,0,"0",0,0,29
"2101",2009-10-01,0,0,0,"0",0,0,0
"2102",2009-10-02,41.4,0,0,"0",0,0,0
"2103",2009-10-03,0,0,0,"0",0,0,3.5
"2104",2009-10-04,0,3,0,"0",0,0,0
"2105",2009-10-05,0,10,0,"0",0,0,0
"2106",2009-10-06,7.2,0,0,"9",10,12,1
"2107",2009-10-07,14.9,22,5,"1",2,13,3
"2108",2009-10-08,0,0,0.2,"8",8.5,12,0
"2109",2009-10-09,0,0,0,"0",0,0,0
"2110",2009-10-10,4.6,0,0,"0",9,0,6.5
"2111",2009-10-11,1.5,0,0,"0",0,0,0
"2112",2009-10-12,11.3,0,0,"0",0,0,0
"2113",2009-10-13,5.1,0,0.1,"0",0,0,0
"2114",2009-10-14,41.2,0,0,"0",0,0,16.5
"2115",2009-10-15,0,3,0,"0",0,0,0
"2116",2009-10-16,0,0,1,"8.5",3.5,0,0
"2117",2009-10-17,0,0,0,"0",0,0,0
"2118",2009-10-18,0,0,0,"0.5",0,0,0
"2119",2009-10-19,8.5,0,4.2,"1.5",0,0,3.5
"2120",2009-10-20,31.6,0,12.3,"13",0,0,1
"2121",2009-10-21,7,0,0,"0",0,0,0
"2122",2009-10-22,92,0,0,"0",0,0,0
"2123",2009-10-23,0,0,0,"0",0,0,0
"2124",2009-10-24,0.2,0,0,"0",0,0,0
"2125",2009-10-25,8.5,4,0,"0",0,0,0
"2126",2009-10-26,133.9,0,0,"1.5",0,0,0
"2127",2009-10-27,5.4,0,3,"26.5",39.5,46,0
"2128",2009-10-28,20.1,0,6.5,"1",11,1.5,2.5
"2129",2009-10-29,55.9,0,0.5,"0",0,0,13
"2130",2009-10-30,0,0,0,"0",0,0,0
"2131",2009-10-31,22.6,0,1,"0",0,0,0
"2132",2009-11-01,0,0,0,"2",6,0,5
"2133",2009-11-02,25.2,0,0,"0",0,0,0
"2134",2009-11-03,5.5,0,0,"0",0,0,10
"2135",2009-11-04,7.1,1,0,"0",0,0,0
"2136",2009-11-05,13.4,0,0,"0",0,0,5
"2137",2009-11-06,4,0,0,"32",0,7,0
"2138",2009-11-07,12.4,0,0,"0",0,0,0
"2139",2009-11-08,23.6,0,0,"0",0,0,0
"2140",2009-11-09,106.8,0,7,"14.5",13,24,0
"2141",2009-11-10,1.5,12,0,"0",10,0,1.5
"2142",2009-11-11,32.8,50,4,"0",3,0,24
"2143",2009-11-12,12.2,1,0,"0",0,0,0
"2144",2009-11-13,57.1,2,0,"0",0,0,0
"2145",2009-11-14,24.2,6,1,"0.5",17,3,11
"2146",2009-11-15,77.2,0,0,"0",0,26,34.5
"2147",2009-11-16,95.2,40,13,"3",0,0,6.5
"2148",2009-11-17,37.8,0,3.5,"0",5,1,49.5
"2149",2009-11-18,40.8,54,17.5,"12",43,6.5,5
"2150",2009-11-19,23,0,55.5,"53",55,31,137.5
"2151",2009-11-20,17.3,11,29.5,"28",26,8.5,13.5
"2152",2009-11-21,6.4,10,5.5,"40.5",9,22.5,8
"2153",2009-11-22,22.8,50,2.2,"0.5",0,9,1
"2154",2009-11-23,6,0,9.8,"17",14,8,15
"2155",2009-11-24,0,70,4.7,"1.5",0,4,0
"2156",2009-11-25,17,12,50,"11",9,20.5,19
"2157",2009-11-26,1,1,4.5,"0.5",0,3,1
"2158",2009-11-27,2.7,0,17.5,"0",0,0,0
"2159",2009-11-28,1.5,21,7,"0",0,0,9.5
"2160",2009-11-29,41.6,0,2,"0",7.5,54,1
"2161",2009-11-30,48.3,29,6,"0",0,3.5,0
"2162",2009-12-01,2,0,12.8,"23",6.5,4.5,66
"2163",2009-12-02,115.1,7,0,"2",0,0,6
"2164",2009-12-03,0.1,12,6,"0.5",1.5,0,10.5
"2165",2009-12-04,30.2,13,0,"51",2,3.4,0
"2166",2009-12-05,92.7,0,23,"7.5",3,55.5,22
"2167",2009-12-06,32.2,8,3,"2",0,5,7.5
"2168",2009-12-07,3.5,0,74.5,"31.5",79,30,13.5
"2169",2009-12-08,0.2,37,3.5,"0",0,0,1
"2170",2009-12-09,9,0,41.5,"10.5",11,4,9.5
"2171",2009-12-10,0,8,0.5,"0",0,0,4.5
"2172",2009-12-11,2,12,0,"9",0,2.5,33
"2173",2009-12-12,6.9,0,17,"7.5",43,0,19.5
"2174",2009-12-13,24.5,2,24.5,"0.5",3,2.5,45
"2175",2009-12-14,17.3,10,16.5,"13.5",4,14,3
"2176",2009-12-15,11.9,0,11,"20.5",22,40.5,8
"2177",2009-12-16,23,1,1.3,"7",3,36,28.5
"2178",2009-12-17,17,0,6,"36.5",6,4.5,13.5
"2179",2009-12-18,0.2,45,52.5,"18.5",23,30,6.5
"2180",2009-12-19,0.1,20,19,"13.5",5.5,27.5,26
"2181",2009-12-20,0,1,2.3,"5.5",10,4,0
"2182",2009-12-21,0,0,16.5,"9",3,5,0
"2183",2009-12-22,1.5,0,9,"7.5",29,32,2.5
"2184",2009-12-23,45.5,4,16,"0.5",10,86.5,22.5
"2185",2009-12-24,1.6,0,58.5,"13.5",68,26,9.5
"2186",2009-12-25,20.4,10,3.5,"20.5",2,0,11
"2187",2009-12-26,12.8,0,9.3,"7",8.5,4,4
"2188",2009-12-27,0,0,11,"36.5",1,1.5,4
"2189",2009-12-28,15.5,0,19,"18.5",0,39,22
"2190",2009-12-29,44.2,0,31.5,"13.5",1,0,4.5
"2191",2009-12-30,60.4,0,32.2,"5.5",0,0,0.5
"2192",2009-12-31,61,20,1,"2",0,0,0
"2193",2010-01-01,7.8,4,11.7,"15",4,5.5,33
"2194",2010-01-02,0,5,6,"58.5",18,26,41
"2195",2010-01-03,38.5,0,7.5,"0",0,0,4
"2196",2010-01-04,59.6,4,12.5,"13.5",6,2.5,5
"2197",2010-01-05,0.9,2,13,"3",4,2.5,14.5
"2198",2010-01-06,NA,0,3,"0.5",1,2,1
"2199",2010-01-07,14,0,3.5,"2.5",0,0,5
"2200",2010-01-08,1.5,0,22,"22.5",21,18.5,16
"2201",2010-01-09,0.1,0,17,"17.5",16,22,16
"2202",2010-01-10,0,1,5.2,"5.5",3,0,0.5
"2203",2010-01-11,0,0,0,"0",0,0,0
"2204",2010-01-12,36.5,3,0,"0",0,0,0.5
"2205",2010-01-13,11.3,0,1.2,"0",5,0,3
"2206",2010-01-14,9.7,50,21,"8",2.2,2,7
"2207",2010-01-15,1.7,0,11.5,"42",2,0,17
"2208",2010-01-16,0,20,13.5,"33.5",8,17.5,16
"2209",2010-01-17,0.9,20,2.2,"29",0,0,17
"2210",2010-01-18,4.8,0,12,"16",11,3.5,10.5
